impulse index,flip angle,pose number,hole number,read stepper y offset,read colibri z offset,start time ms,valve close time ms,capture end time ms,arduino valve open duration ms,target regulator pressure,average actual regulator pressure,average pressure before valve,average force reading,average force 1,average force 2,maximum flow,volume l,nozzle 1 used,nozzle 2 used,nozzle 3 used,nozzle 4 used,valve open sample count,pressure sample count,flow sample count,force baseline n,force baseline standard deviation n,peak force n,time to peak ms,force rise 10-90 ms,force fall 90-10 ms,force fwhm ms,force impulse ns,force plateau mean n,force plateau standard deviation n,actual minus target pressure bar,peak force per actual pressure n per bar,force 1 share percent,force 2 share percent
13,-1,6,0,-1,-1,79000.000,79101.000,79599.984,99.984,1.700,1.643,0.903,0.3486,0.2172,0.1314,185.970,0.417556,1,1,1,1,20,18,101,-0.001471,0.000586,0.439784,56.660,11.910,88.063,99.583,0.039099,0.375509,0.028450,-0.052000,0.266859,56.060,43.940
14,-1,6,0,-1,-1,81000.000,81101.000,81600.000,100.000,1.700,1.641,0.904,0.3488,0.2166,0.1323,185.000,0.416004,1,1,1,1,20,18,101,-0.001207,0.000591,0.443740,54.796,10.355,88.481,98.438,0.038660,0.374930,0.029382,-0.054000,0.269587,56.028,43.972
15,-1,6,0,-1,-1,83000.000,83101.000,83599.992,99.992,1.700,1.643,0.903,0.3496,0.2179,0.1317,185.730,0.415290,1,1,1,1,20,18,101,-0.001403,0.000375,0.437971,57.036,12.282,88.463,100.002,0.039320,0.375628,0.028866,-0.051500,0.265678,56.040,43.960
16,-1,6,0,-1,-1,90000.000,90101.000,90600.000,100.000,1.800,1.759,0.933,0.3754,0.2328,0.1427,190.620,0.432261,1,1,1,1,20,18,101,-0.001282,0.000464,0.478156,55.489,11.852,88.075,99.639,0.042623,0.406110,0.032593,-0.036000,0.271063,56.265,43.735
17,-1,6,0,-1,-1,92000.000,92101.000,92599.976,99.976,1.800,1.758,0.960,0.3748,0.2320,0.1428,190.620,0.432262,1,1,1,1,20,18,101,-0.001282,0.000344,0.481489,54.219,10.564,88.317,98.789,0.042134,0.406561,0.033038,-0.037143,0.273130,56.338,43.662
18,-1,6,0,-1,-1,94000.000,94101.000,94599.992,99.992,1.800,1.750,0.938,0.3757,0.2323,0.1434,190.620,0.431924,1,1,1,1,20,18,101,-0.001373,0.000503,0.475685,56.250,11.082,88.433,99.355,0.042319,0.405331,0.032515,-0.045000,0.271045,56.199,43.801
19,-1,6,0,-1,-1,96000.000,96102.000,96599.988,99.988,1.800,1.746,0.926,0.3732,0.2312,0.1421,190.860,0.432242,1,1,1,1,20,18,101,-0.001386,0.000480,0.478580,54.354,11.029,88.444,98.987,0.042192,0.405213,0.032081,-0.047143,0.273029,56.201,43.799
20,-1,6,0,-1,-1,98000.000,98102.000,98600.008,100.008,1.800,1.754,0.957,0.3725,0.2307,0.1419,190.620,0.435069,1,1,1,1,20,18,101,-0.001399,0.000464,0.477017,56.686,10.827,88.327,99.165,0.042379,0.407136,0.033545,-0.040000,0.271032,56.263,43.737
21,-1,6,0,-1,-1,105000.000,105102.000,105600.016,100.016,1.900,1.879,1.021,0.4017,0.2476,0.1541,190.620,0.452382,1,1,1,1,20,18,101,-0.001310,0.000400,0.521313,55.769,11.165,88.048,98.793,0.045729,0.440473,0.035504,-0.016000,0.276705,56.444,43.556
22,-1,6,0,-1,-1,107000.000,107102.000,107600.012,100.012,1.900,1.872,1.012,0.4017,0.2481,0.1535,190.620,0.447988,1,1,1,1,20,18,101,-0.001405,0.000401,0.518208,57.698,11.350,88.232,99.123,0.045820,0.440745,0.036365,-0.023000,0.276083,56.551,43.449
23,-1,6,0,-1,-1,109000.000,109102.000,109600.012,100.012,1.900,1.873,1.006,0.4026,0.2485,0.1541,190.620,0.450521,1,1,1,1,20,18,101,-0.001395,0.000642,0.519780,56.189,10.673,88.220,98.557,0.045645,0.440158,0.035401,-0.022500,0.276847,56.548,43.452
24,-1,6,0,-1,-1,111000.000,111101.000,111600.000,100.000,1.900,1.873,1.011,0.3993,0.2470,0.1523,190.370,0.449621,1,1,1,1,20,18,101,-0.001521,0.000475,0.514960,58.179,11.729,88.267,99.654,0.046119,0.439903,0.035821,-0.022000,0.274207,56.592,43.408
25,-1,6,0,-1,-1,113000.000,113101.000,113599.992,99.992,1.900,1.868,1.026,0.4022,0.2480,0.1542,190.370,0.450353,1,1,1,1,20,18,101,-0.001242,0.000397,0.521668,55.470,10.621,88.509,98.639,0.045574,0.439775,0.036612,-0.026500,0.278446,56.479,43.521
26,-1,6,0,-1,-1,120000.000,120101.000,120599.988,99.988,2.000,1.974,1.032,0.4199,0.2592,0.1607,190.860,0.462495,1,1,1,1,20,18,101,-0.001462,0.000639,0.554225,54.515,10.834,88.005,98.947,0.049309,0.472542,0.036866,-0.020000,0.279912,56.756,43.244
27,-1,6,0,-1,-1,122000.000,122101.000,122599.996,99.996,2.000,1.964,1.006,0.4177,0.2584,0.1593,190.860,0.462468,1,1,1,1,20,18,101,-0.001349,0.000601,0.553315,56.995,11.194,87.923,99.147,0.049144,0.472995,0.036513,-0.029500,0.280799,56.711,43.289
28,-1,6,0,-1,-1,124000.000,124101.000,124599.992,99.992,2.000,1.969,1.044,0.4223,0.2606,0.1617,191.100,0.464068,1,1,1,1,20,18,101,-0.001423,0.000431,0.556332,55.874,11.115,87.961,99.013,0.049197,0.472778,0.038844,-0.026000,0.281830,56.666,43.334
29,-1,6,0,-1,-1,126000.000,126101.000,126599.996,99.996,2.000,1.961,1.015,0.4277,0.2632,0.1645,190.860,0.461612,1,1,1,1,20,18,101,-0.001222,0.000551,0.553519,57.440,10.682,87.989,98.783,0.049041,0.472926,0.037574,-0.032500,0.281331,56.666,43.334
30,-1,6,0,-1,-1,128000.000,128102.000,128600.000,100.000,2.000,1.967,1.029,0.4284,0.2639,0.1644,190.860,0.462690,1,1,1,1,20,18,101,-0.001364,0.000520,0.554984,54.888,11.730,87.941,99.491,0.049219,0.471243,0.038506,-0.027500,0.281361,56.716,43.284
31,-1,6,0,-1,-1,135000.000,135101.000,135599.984,99.984,2.100,2.066,1.086,0.4271,0.2652,0.1620,190.860,0.473099,1,1,1,1,20,18,101,-0.001300,0.000447,0.580811,55.475,11.387,87.949,99.352,0.051983,0.497929,0.038771,-0.029500,0.280517,56.881,43.119
32,-1,6,0,-1,-1,137000.000,137102.000,137600.012,100.012,2.100,2.054,1.065,0.4356,0.2690,0.1666,190.860,0.472658,1,1,1,1,20,18,101,-0.001190,0.000614,0.579777,56.298,10.572,87.945,98.840,0.051525,0.496972,0.039764,-0.041000,0.281582,56.970,43.030
33,-1,6,0,-1,-1,139000.000,139102.000,139600.016,100.016,2.100,2.053,1.066,0.4296,0.2667,0.1629,190.860,0.471778,1,1,1,1,20,18,101,-0.001273,0.000435,0.583540,52.024,11.707,87.688,99.529,0.051956,0.498693,0.037934,-0.040476,0.283337,56.883,43.117
34,-1,6,0,-1,-1,141000.000,141102.000,141600.012,100.012,2.100,2.043,1.078,0.4340,0.2681,0.1659,190.620,0.471594,1,1,1,1,20,18,101,-0.001274,0.000490,0.585186,56.471,10.884,87.962,98.880,0.051563,0.497534,0.039675,-0.050000,0.285457,56.879,43.121
35,-1,6,0,-1,-1,143000.000,143101.000,143599.988,99.988,2.100,2.058,1.086,0.4382,0.2708,0.1674,190.620,0.470877,1,1,1,1,20,18,101,-0.001234,0.000382,0.581042,55.631,11.197,87.870,99.290,0.051918,0.499244,0.038549,-0.036500,0.281581,56.860,43.140
36,-1,6,0,-1,-1,150000.000,150102.000,150599.992,99.992,2.200,2.181,1.098,0.4570,0.2832,0.1739,190.620,0.484511,1,1,1,1,20,18,101,-0.001395,0.000512,0.623423,54.917,10.625,87.806,98.835,0.055682,0.535235,0.042885,-0.014000,0.285189,57.156,42.844
37,-1,6,0,-1,-1,152000.000,152101.000,152599.996,99.996,2.200,2.158,1.121,0.4502,0.2791,0.1711,190.860,0.483651,1,1,1,1,20,18,101,-0.001304,0.000444,0.626652,56.839,10.999,87.870,99.074,0.055344,0.534770,0.043370,-0.034500,0.289380,57.154,42.846
38,-1,6,0,-1,-1,154000.000,154101.000,154599.988,99.988,2.200,2.152,1.101,0.4485,0.2776,0.1709,190.860,0.482426,1,1,1,1,20,18,101,-0.001248,0.000431,0.621462,55.227,10.445,87.717,98.647,0.054951,0.531316,0.041016,-0.039524,0.287651,57.154,42.846
39,-1,6,0,-1,-1,156000.000,156101.000,156599.984,99.984,2.200,2.152,1.103,0.4543,0.2814,0.1729,190.620,0.481293,1,1,1,1,20,18,101,-0.001235,0.000373,0.622778,56.633,11.275,87.974,99.244,0.055316,0.531803,0.042485,-0.042000,0.288591,57.165,42.835
40,-1,6,0,-1,-1,158000.000,158101.000,158599.992,99.992,2.200,2.152,1.112,0.4468,0.2772,0.1696,190.620,0.479933,1,1,1,1,20,18,101,-0.001416,0.000437,0.624066,55.994,10.454,88.012,98.712,0.055042,0.531487,0.042395,-0.040952,0.289047,57.186,42.814
41,-1,6,0,-1,-1,165000.000,165101.000,165599.976,99.976,2.300,2.243,1.177,0.4704,0.2911,0.1794,190.620,0.488283,1,1,1,1,20,18,101,-0.001235,0.000303,0.656715,58.014,10.515,87.939,98.657,0.057984,0.563942,0.045877,-0.051000,0.292003,57.236,42.764
42,-1,6,0,-1,-1,167000.000,167102.000,167599.996,99.996,2.300,2.269,1.167,0.4690,0.2904,0.1786,190.620,0.491622,1,1,1,1,20,18,101,-0.001281,0.000455,0.655667,56.638,10.926,87.921,99.067,0.058522,0.561837,0.045810,-0.026000,0.288332,57.238,42.762
43,-1,6,0,-1,-1,169000.000,169102.000,169600.000,100.000,2.300,2.269,1.172,0.4746,0.2941,0.1805,190.860,0.494251,1,1,1,1,20,18,101,-0.001145,0.000501,0.659424,58.696,10.769,87.810,98.924,0.058437,0.566485,0.046889,-0.025000,0.289857,57.348,42.652
44,-1,6,0,-1,-1,171000.000,171102.000,171600.000,100.000,2.300,2.263,1.173,0.4703,0.2911,0.1792,190.620,0.492677,1,1,1,1,20,18,101,-0.001091,0.000405,0.664791,56.000,10.669,88.210,98.783,0.058532,0.564690,0.046640,-0.029500,0.292795,57.280,42.720
45,-1,6,0,-1,-1,173000.000,173102.000,173600.008,100.008,2.300,2.263,1.161,0.4725,0.2931,0.1794,190.370,0.492718,1,1,1,1,20,18,101,-0.001160,0.000452,0.660318,59.072,11.373,87.931,99.363,0.058710,0.568625,0.046259,-0.030500,0.290953,57.350,42.650
46,-1,6,0,-1,-1,180000.000,180102.000,180599.996,99.996,2.400,2.371,1.217,0.4948,0.3067,0.1881,190.370,0.498610,1,1,1,1,20,18,101,-0.001156,0.000453,0.697409,58.293,11.202,87.759,99.255,0.061932,0.599211,0.047472,-0.023000,0.293399,57.493,42.507
47,-1,6,0,-1,-1,182000.000,182102.000,182599.996,99.996,2.400,2.383,1.194,0.4978,0.3082,0.1896,190.370,0.500269,1,1,1,1,20,18,101,-0.001089,0.000409,0.703602,55.595,10.638,87.963,98.779,0.061953,0.597642,0.049322,-0.011500,0.294579,57.570,42.430
48,-1,6,0,-1,-1,184000.000,184101.000,184599.984,99.984,2.400,2.389,1.214,0.4960,0.3072,0.1888,190.620,0.500231,1,1,1,1,20,18,101,-0.001134,0.000355,0.697880,58.283,10.805,87.602,98.811,0.062236,0.602982,0.046197,-0.004500,0.291330,57.458,42.542
49,-1,6,0,-1,-1,186000.000,186101.000,186599.996,99.996,2.400,2.381,1.225,0.5006,0.3099,0.1908,190.620,0.501105,1,1,1,1,20,18,101,-0.001273,0.000406,0.701695,56.000,10.982,88.245,99.181,0.062427,0.600351,0.047774,-0.014500,0.294150,57.530,42.470
50,-1,6,0,-1,-1,188000.000,188101.000,188599.980,99.980,2.400,2.382,1.220,0.4978,0.3083,0.1896,190.860,0.500909,1,1,1,1,20,18,101,-0.000974,0.000393,0.701905,58.051,10.459,88.025,98.861,0.062204,0.600686,0.050259,-0.012000,0.293930,57.455,42.545
51,-1,6,0,-1,-1,195000.000,195101.000,195599.996,99.996,2.500,2.503,1.268,0.5242,0.3242,0.2001,190.620,0.509409,1,1,1,1,20,18,101,-0.001202,0.000501,0.737058,58.223,10.496,88.003,98.897,0.066010,0.634412,0.048831,0.007500,0.293942,57.583,42.417
52,-1,6,0,-1,-1,197000.000,197101.000,197599.988,99.988,2.500,2.510,1.262,0.5266,0.3258,0.2007,190.370,0.510663,1,1,1,1,20,18,101,-0.001318,0.000458,0.739900,55.482,11.085,87.730,99.101,0.066574,0.637356,0.050157,0.015238,0.294167,57.693,42.307
53,-1,6,0,-1,-1,199000.000,199101.000,199599.980,99.980,2.500,2.511,1.279,0.5264,0.3256,0.2008,190.370,0.510134,1,1,1,1,20,18,101,-0.001214,0.000524,0.752351,58.234,10.977,88.053,98.864,0.066427,0.640840,0.054135,0.016500,0.298967,57.654,42.346
54,-1,6,0,-1,-1,201000.000,201102.000,201600.000,100.000,2.500,2.508,1.261,0.5263,0.3259,0.2003,190.620,0.512007,1,1,1,1,20,18,101,-0.000961,0.000559,0.750575,56.384,10.927,88.042,98.775,0.066543,0.641762,0.052350,0.013000,0.298677,57.812,42.188
55,-1,6,0,-1,-1,203000.000,203102.000,203600.000,100.000,2.500,2.508,1.277,0.5267,0.3263,0.2004,190.370,0.509326,1,1,1,1,20,18,101,-0.001259,0.000389,0.752849,58.302,11.135,87.994,99.060,0.067094,0.644893,0.050871,0.013500,0.299522,57.840,42.160
56,-1,6,0,-1,-1,210000.000,210102.000,210599.988,99.988,2.600,2.599,1.333,0.5475,0.3389,0.2085,190.370,0.517017,1,1,1,1,20,18,101,-0.001212,0.000466,0.784278,57.463,11.071,87.916,99.054,0.069713,0.670241,0.055492,0.006000,0.300951,57.831,42.169
57,-1,6,0,-1,-1,212000.000,212102.000,212600.004,100.004,2.600,2.594,1.313,0.5460,0.3380,0.2080,190.370,0.515774,1,1,1,1,20,18,101,-0.001212,0.000501,0.781123,56.334,10.750,88.164,98.746,0.069380,0.666361,0.054029,-0.001000,0.300547,57.965,42.035
58,-1,6,0,-1,-1,214000.000,214102.000,214600.004,100.004,2.600,2.593,1.304,0.5459,0.3382,0.2077,190.620,0.516646,1,1,1,1,20,18,101,-0.001220,0.000537,0.778658,57.843,11.296,87.933,99.185,0.069766,0.671376,0.052718,-0.003500,0.299888,57.929,42.071
59,-1,6,0,-1,-1,216000.000,216101.000,216599.996,99.996,2.600,2.603,1.318,0.5491,0.3395,0.2096,190.620,0.517318,1,1,1,1,20,18,101,-0.001112,0.000654,0.776206,56.706,10.504,87.903,98.815,0.069115,0.667657,0.052904,0.007143,0.297723,57.852,42.148
60,-1,6,0,-1,-1,218000.000,218101.000,218599.992,99.992,2.600,2.592,1.322,0.5432,0.3359,0.2073,190.370,0.516334,1,1,1,1,20,18,101,-0.001100,0.000491,0.784696,57.771,10.952,87.995,98.781,0.069383,0.667696,0.055364,-0.003500,0.302213,57.809,42.191
61,-1,6,0,-1,-1,225000.000,225101.000,225600.000,100.000,2.700,2.723,1.388,0.5712,0.3533,0.2179,190.370,0.525990,1,1,1,1,20,18,101,-0.001369,0.000722,0.828314,57.969,10.989,87.920,98.835,0.073715,0.709794,0.055991,0.028500,0.303579,57.950,42.050
62,-1,6,0,-1,-1,227000.000,227101.000,227599.988,99.988,2.700,2.719,1.369,0.5749,0.3558,0.2191,190.370,0.524821,1,1,1,1,20,18,101,-0.001316,0.000369,0.821878,59.106,11.159,87.729,99.149,0.073792,0.709373,0.056565,0.023500,0.301773,57.943,42.057
63,-1,6,0,-1,-1,229000.000,229101.000,229599.996,99.996,2.700,2.718,1.354,0.5715,0.3532,0.2183,190.370,0.526560,1,1,1,1,20,18,101,-0.001179,0.000468,0.821793,57.241,10.552,87.876,98.719,0.073108,0.706009,0.056367,0.021500,0.301963,58.052,41.948
64,-1,6,0,-1,-1,231000.000,231102.000,231600.000,100.000,2.700,2.713,1.366,0.5724,0.3543,0.2181,190.130,0.524666,1,1,1,1,20,18,101,-0.001246,0.000438,0.824947,60.119,11.138,87.982,98.991,0.073736,0.710756,0.058648,0.018500,0.303457,57.954,42.046
65,-1,6,0,-1,-1,233000.000,233102.000,233600.020,100.020,2.700,2.714,1.366,0.5751,0.3558,0.2194,190.370,0.526486,1,1,1,1,20,18,101,-0.001282,0.000492,0.821877,58.353,10.724,87.873,98.836,0.073483,0.708178,0.055067,0.020000,0.302161,57.993,42.007
66,-1,6,0,-1,-1,240001.000,240102.000,240600.992,99.992,2.800,2.832,1.426,0.5846,0.3621,0.2225,190.620,0.535112,1,1,1,1,20,18,101,-0.001222,0.000441,0.870826,57.086,11.052,88.024,98.989,0.077848,0.747687,0.060395,0.038000,0.306845,58.096,41.904
67,-1,6,0,-1,-1,242000.000,242102.000,242599.996,99.996,2.800,2.831,1.446,0.5869,0.3632,0.2237,190.370,0.531448,1,1,1,1,20,18,101,-0.001107,0.000716,0.867879,58.793,10.708,87.988,98.632,0.077196,0.743675,0.058147,0.037000,0.305914,58.039,41.961
68,-1,6,0,-1,-1,244000.000,244102.000,244600.008,100.008,2.800,2.827,1.413,0.5922,0.3665,0.2257,190.370,0.531012,1,1,1,1,20,18,101,-0.001180,0.000550,0.865710,56.848,11.340,87.733,99.115,0.077474,0.746306,0.058341,0.031000,0.305797,58.151,41.849
69,-1,6,0,-1,-1,246000.000,246102.000,246599.992,99.992,2.800,2.827,1.431,0.5890,0.3647,0.2243,190.620,0.532599,1,1,1,1,20,18,101,-0.001158,0.000448,0.873891,59.201,10.663,88.038,98.726,0.077576,0.748785,0.060560,0.030500,0.308741,58.080,41.920
70,-1,6,0,-1,-1,248000.000,248101.000,248599.992,99.992,2.800,2.819,1.424,0.5826,0.3611,0.2215,190.130,0.531593,1,1,1,1,20,18,101,-0.001227,0.000515,0.870215,57.871,11.113,88.026,98.928,0.077682,0.743919,0.061480,0.024500,0.308095,58.119,41.881
71,-1,6,0,-1,-1,255000.000,255101.000,255600.004,100.004,2.900,2.937,1.456,0.6103,0.3777,0.2326,190.620,0.538669,1,1,1,1,20,18,101,-0.001013,0.000487,0.913445,57.212,10.908,87.925,98.875,0.081672,0.785744,0.061564,0.043500,0.310326,58.082,41.918
72,-1,6,0,-1,-1,257000.000,257101.000,257599.988,99.988,2.900,2.943,1.489,0.6134,0.3796,0.2338,190.370,0.538501,1,1,1,1,20,18,101,-0.001268,0.000550,0.911736,58.904,11.108,87.820,98.926,0.081559,0.787967,0.061284,0.048000,0.309273,58.143,41.857
73,-1,6,0,-1,-1,259000.000,259101.000,259599.996,99.996,2.900,2.939,1.467,0.6078,0.3769,0.2309,190.620,0.537178,1,1,1,1,20,18,101,-0.001275,0.000522,0.911294,57.279,10.447,87.932,98.735,0.081450,0.786613,0.059055,0.044000,0.309543,58.281,41.719
74,-1,6,0,-1,-1,261000.000,261101.000,261599.984,99.984,2.900,2.933,1.473,0.6119,0.3792,0.2328,190.370,0.538554,1,1,1,1,20,18,101,-0.001017,0.000408,0.914070,59.047,11.215,87.983,99.066,0.081786,0.788300,0.063080,0.037500,0.311173,58.116,41.884
75,-1,6,0,-1,-1,263000.000,263102.000,263600.004,100.004,2.900,2.954,1.515,0.6126,0.3787,0.2340,190.370,0.539209,1,1,1,1,20,18,101,-0.001190,0.000338,0.917092,57.405,10.859,88.029,98.694,0.081094,0.783044,0.065012,0.058500,0.309985,58.209,41.791
76,-1,6,0,-1,-1,270000.000,270102.000,270600.000,100.000,3.000,3.018,1.509,0.6229,0.3857,0.2371,190.370,0.541255,1,1,1,1,20,18,101,-0.001150,0.000292,0.947340,51.072,10.904,87.777,98.887,0.084673,0.814515,0.060139,0.025455,0.313123,58.346,41.654
77,-1,6,0,-1,-1,272000.000,272102.000,272600.004,100.004,3.000,3.016,1.505,0.6314,0.3905,0.2409,190.130,0.541020,1,1,1,1,20,18,101,-0.001209,0.000541,0.944020,58.796,11.014,88.047,98.756,0.084124,0.811616,0.063199,0.022000,0.312382,58.146,41.854
78,-1,6,0,-1,-1,274000.000,274102.000,274600.008,100.008,3.000,3.019,1.529,0.6223,0.3855,0.2368,190.370,0.542641,1,1,1,1,20,18,101,-0.001209,0.000306,0.945451,57.474,11.293,87.825,98.991,0.084467,0.811915,0.063751,0.023500,0.312701,58.252,41.748
79,-1,6,0,-1,-1,276000.000,276102.000,276599.992,99.992,3.000,3.019,1.515,0.6269,0.3880,0.2388,190.620,0.541841,1,1,1,1,20,18,101,-0.001269,0.000372,0.939434,58.027,10.535,87.887,98.748,0.084188,0.813326,0.061060,0.022500,0.310813,58.244,41.756
80,-1,6,0,-1,-1,278000.000,278102.000,278600.000,100.000,3.000,3.027,1.544,0.6297,0.3900,0.2397,190.620,0.543519,1,1,1,1,20,18,101,-0.001219,0.000386,0.940514,57.029,11.210,87.725,98.981,0.084481,0.812342,0.062542,0.031905,0.310206,58.286,41.714
81,-1,6,0,-1,-1,285000.000,285102.000,285600.008,100.008,3.100,3.125,1.562,0.6488,0.4013,0.2476,190.620,0.548733,1,1,1,1,20,18,101,-0.001178,0.000359,0.994773,60.733,11.151,87.981,98.888,0.089010,0.862849,0.064278,0.031500,0.317667,58.195,41.805
82,-1,6,0,-1,-1,287000.000,287101.000,287600.004,100.004,3.100,3.137,1.590,0.6455,0.3995,0.2461,190.370,0.547613,1,1,1,1,20,18,101,-0.001370,0.000507,0.987789,58.903,11.116,87.604,98.785,0.087979,0.851277,0.067888,0.042500,0.314332,58.262,41.738
83,-1,6,0,-1,-1,289000.000,289101.000,289600.000,100.000,3.100,3.130,1.576,0.6427,0.3977,0.2450,190.620,0.548114,1,1,1,1,20,18,101,-0.001351,0.000465,0.990066,60.813,10.762,87.881,98.845,0.088490,0.857377,0.067644,0.035500,0.315760,58.226,41.774
84,-1,6,0,-1,-1,291000.000,291101.000,291599.984,99.984,3.100,3.131,1.573,0.6466,0.4000,0.2466,190.130,0.547120,1,1,1,1,20,18,101,-0.001013,0.000496,0.989209,59.041,11.315,87.944,98.891,0.088268,0.853101,0.068803,0.037000,0.315336,58.163,41.837
85,-1,6,0,-1,-1,293000.000,293101.000,293599.992,99.992,3.100,3.137,1.586,0.6502,0.4020,0.2482,190.130,0.547862,1,1,1,1,20,18,101,-0.001305,0.000387,0.989296,60.715,10.759,87.735,98.705,0.088307,0.861692,0.065316,0.042000,0.314862,58.261,41.739
86,-1,6,0,-1,-1,300000.000,300101.000,300600.004,100.004,3.200,3.254,1.644,0.6763,0.4172,0.2591,190.370,0.555104,1,1,1,1,20,18,101,-0.001107,0.000487,1.042332,59.937,10.882,87.536,98.671,0.092738,0.903332,0.068449,0.060000,0.319734,58.194,41.806
87,-1,6,0,-1,-1,302000.000,302101.000,302599.988,99.988,3.200,3.256,1.654,0.6760,0.4171,0.2589,190.370,0.553751,1,1,1,1,20,18,101,-0.001117,0.000483,1.028912,58.319,10.575,87.793,98.709,0.092175,0.893420,0.065491,0.059500,0.315666,58.229,41.771
88,-1,6,0,-1,-1,304001.000,304102.000,304600.996,99.996,3.200,3.244,1.629,0.6662,0.4113,0.2549,190.620,0.554530,1,1,1,1,20,18,101,-0.001160,0.000328,1.042343,60.567,11.512,88.133,98.971,0.092756,0.897160,0.071899,0.050556,0.320666,58.240,41.760
89,-1,6,0,-1,-1,306000.000,306102.000,306599.992,99.992,3.200,3.236,1.606,0.6697,0.4131,0.2567,190.620,0.554236,1,1,1,1,20,18,101,-0.001082,0.000497,1.033413,58.798,10.602,87.800,98.773,0.092246,0.897049,0.068340,0.043000,0.318660,58.233,41.767
