impulse index,flip angle,pose number,hole number,read stepper y offset,read colibri z offset,start time ms,valve close time ms,capture end time ms,arduino valve open duration ms,target regulator pressure,average actual regulator pressure,average pressure before valve,average force reading,average force 1,average force 2,maximum flow,volume l,nozzle 1 used,nozzle 2 used,nozzle 3 used,nozzle 4 used,valve open sample count,pressure sample count,flow sample count,force baseline n,force baseline standard deviation n,peak force n,time to peak ms,force rise 10-90 ms,force fall 90-10 ms,force fwhm ms,force impulse ns,force plateau mean n,force plateau standard deviation n,actual minus target pressure bar,peak force per actual pressure n per bar,force 1 share percent,force 2 share percent
94,-1,6,1,-1,-1,323065.000,323167.000,323665.000,100.000,3.300,3.347,1.687,0.5729,0.3315,0.2414,190.620,0.558366,1,1,1,1,20,18,100,0.001072,0.000400,0.865033,67.547,11.868,87.997,99.105,0.077550,0.749066,0.062901,0.053500,0.257949,55.552,44.448
95,-1,6,1,-1,-1,325065.000,325167.000,325665.008,100.008,3.300,3.346,1.681,0.5980,0.3449,0.2531,190.620,0.560281,1,1,1,1,20,18,100,0.000063,0.000452,0.863497,69.635,10.795,87.996,98.772,0.083389,0.750533,0.058738,0.052500,0.257568,55.592,44.408
96,-1,6,1,-1,-1,332065.000,332167.000,332665.008,100.008,3.400,3.436,1.746,0.5857,0.3377,0.2480,190.620,0.563334,1,1,1,1,20,18,100,0.000934,0.000408,0.886126,66.513,10.825,87.793,99.080,0.080095,0.771964,0.060384,0.055556,0.256435,55.405,44.595
97,-1,6,1,-1,-1,334065.000,334167.000,334664.988,99.988,3.400,3.427,1.716,0.6021,0.3464,0.2557,190.620,0.563892,1,1,1,1,20,18,100,0.000962,0.000349,0.889467,71.118,11.280,87.782,98.959,0.079869,0.769433,0.067559,0.033000,0.259093,55.416,44.584
98,-1,6,1,-1,-1,336065.000,336166.000,336664.996,99.996,3.400,3.433,1.729,0.6134,0.3532,0.2602,190.370,0.562548,1,1,1,1,20,18,100,0.001117,0.000632,0.882144,68.844,11.119,87.596,98.909,0.079178,0.766548,0.063446,0.039500,0.256474,55.440,44.560
99,-1,6,1,-1,-1,338065.000,338166.000,338664.996,99.996,3.400,3.436,1.738,0.5892,0.3398,0.2494,190.620,0.563049,1,1,1,1,20,18,100,0.001171,0.000476,0.887860,67.374,11.081,88.132,98.933,0.079630,0.771630,0.058930,0.041905,0.257956,55.424,44.576
100,-1,6,1,-1,-1,340065.000,340166.000,340664.996,99.996,3.400,3.435,1.742,0.6035,0.3483,0.2552,190.860,0.560300,1,1,1,1,20,18,100,0.001296,0.000442,0.887979,68.961,11.450,87.980,99.023,0.079801,0.769797,0.063420,0.041000,0.258058,55.389,44.611
101,-1,6,1,-1,-1,347065.000,347166.000,347664.988,99.988,3.500,3.550,1.806,0.6173,0.3541,0.2632,190.620,0.569086,1,1,1,1,20,18,100,0.000908,0.000350,0.936680,68.265,11.465,88.000,98.837,0.083594,0.813246,0.064186,0.112500,0.259288,55.054,44.946
102,-1,6,1,-1,-1,349065.000,349166.000,349664.980,99.980,3.500,3.542,1.787,0.6160,0.3523,0.2637,190.860,0.566296,1,1,1,1,20,18,100,0.000999,0.000382,0.927855,70.371,10.823,87.609,98.770,0.083120,0.805177,0.066443,0.048000,0.261515,55.042,44.958
103,-1,6,1,-1,-1,351065.000,351167.000,351664.996,99.996,3.500,3.544,1.783,0.6194,0.3552,0.2642,190.860,0.568003,1,1,1,1,20,18,100,0.000976,0.000446,0.927704,67.794,11.551,87.824,98.945,0.083228,0.801542,0.066769,0.051000,0.261251,55.179,44.821
104,-1,6,1,-1,-1,353065.000,353167.000,353664.992,99.992,3.500,3.542,1.773,0.6244,0.3572,0.2672,190.620,0.568480,1,1,1,1,20,18,100,0.001175,0.000391,0.922928,70.825,10.610,87.616,98.806,0.082650,0.804575,0.066350,0.049500,0.260016,55.146,44.854
105,-1,6,1,-1,-1,355065.000,355167.000,355665.008,100.008,3.500,3.537,1.800,0.6118,0.3507,0.2611,190.620,0.568030,1,1,1,1,20,18,100,0.001154,0.000351,0.935777,68.775,11.767,88.103,98.816,0.083884,0.806569,0.066909,0.043500,0.264083,55.004,44.996
106,-1,6,1,-1,-1,362065.000,362167.000,362665.000,100.000,3.600,3.658,1.866,0.6302,0.3600,0.2703,190.620,0.572267,1,1,1,1,20,18,100,0.000897,0.000311,0.968720,67.913,11.566,87.585,98.893,0.087199,0.845716,0.067580,0.117500,0.260584,54.820,45.180
107,-1,6,1,-1,-1,364065.000,364167.000,364664.996,99.996,3.600,3.646,1.841,0.6254,0.3574,0.2680,190.620,0.572940,1,1,1,1,20,18,100,0.001050,0.000383,0.971617,69.944,11.161,87.472,98.646,0.086215,0.839647,0.074205,0.052500,0.266014,54.806,45.194
108,-1,6,1,-1,-1,366065.000,366167.000,366664.996,99.996,3.600,3.646,1.834,0.6357,0.3633,0.2724,190.620,0.572235,1,1,1,1,20,18,100,0.001122,0.000479,0.964551,68.498,11.321,87.368,98.716,0.086039,0.839688,0.066932,0.053000,0.264043,54.865,45.135
109,-1,6,1,-1,-1,368065.000,368166.000,368665.000,100.000,3.600,3.647,1.855,0.6272,0.3580,0.2692,190.620,0.572552,1,1,1,1,20,18,100,0.001028,0.000327,0.964128,70.017,11.450,87.422,98.822,0.086568,0.840404,0.069628,0.053000,0.263928,54.899,45.101
110,-1,6,1,-1,-1,370065.000,370166.000,370664.976,99.976,3.600,3.645,1.839,0.6377,0.3634,0.2743,190.620,0.571737,1,1,1,1,20,18,100,0.001082,0.000437,0.960776,68.406,10.914,87.504,98.778,0.087028,0.837341,0.069919,0.052500,0.263046,54.857,45.143
111,-1,6,1,-1,-1,377065.000,377166.000,377665.000,100.000,3.700,3.769,1.937,0.6569,0.3735,0.2833,190.370,0.577028,1,1,1,1,20,18,100,0.001075,0.000517,1.010043,68.038,11.263,87.769,98.615,0.089741,0.875271,0.072702,0.085385,0.266827,54.682,45.318
112,-1,6,1,-1,-1,379065.000,379166.000,379664.988,99.988,3.700,3.753,1.903,0.6456,0.3675,0.2780,190.620,0.576258,1,1,1,1,20,18,100,0.001220,0.000393,1.008825,70.229,11.731,87.967,98.830,0.089710,0.869246,0.073822,0.060000,0.268304,54.642,45.358
113,-1,6,1,-1,-1,381065.000,381166.000,381664.988,99.988,3.700,3.756,1.908,0.6524,0.3713,0.2811,190.620,0.576951,1,1,1,1,20,18,100,0.001216,0.000491,1.003371,68.364,10.972,87.470,98.767,0.089087,0.870292,0.073436,0.064286,0.266550,54.661,45.339
114,-1,6,1,-1,-1,383065.000,383166.000,383664.980,99.980,3.700,3.759,1.898,0.6505,0.3705,0.2800,190.620,0.576289,1,1,1,1,20,18,100,0.001077,0.000455,1.007268,70.181,11.764,87.798,98.780,0.089763,0.871307,0.076023,0.065500,0.267499,54.784,45.216
115,-1,6,1,-1,-1,385065.000,385167.000,385665.016,100.016,3.700,3.757,1.900,0.6526,0.3707,0.2818,190.370,0.576023,1,1,1,1,20,18,100,0.001075,0.000454,1.008139,68.738,11.194,87.671,98.708,0.090232,0.870614,0.072715,0.064000,0.267837,54.534,45.466
116,-1,6,1,-1,-1,392065.000,392167.000,392665.004,100.004,3.800,3.878,1.988,0.6768,0.3833,0.2935,190.370,0.581387,1,1,1,1,20,18,100,0.001050,0.000601,1.049038,71.024,11.089,87.354,98.529,0.092895,0.913985,0.079034,0.165000,0.264575,54.412,45.588
117,-1,6,1,-1,-1,394065.000,394167.000,394665.000,100.000,3.800,3.867,1.983,0.6696,0.3788,0.2909,190.370,0.580847,1,1,1,1,20,18,100,0.001064,0.000390,1.036078,69.286,11.153,87.376,98.784,0.092879,0.908144,0.073892,0.075000,0.267375,54.359,45.641
118,-1,6,1,-1,-1,396065.000,396167.000,396665.008,100.008,3.800,3.865,1.968,0.6639,0.3762,0.2877,190.620,0.581318,1,1,1,1,20,18,100,0.000952,0.000449,1.049469,71.791,11.498,87.507,98.578,0.093092,0.906491,0.076749,0.073000,0.270970,54.456,45.544
119,-1,6,1,-1,-1,398065.000,398167.000,398665.000,100.000,3.800,3.857,1.953,0.6695,0.3789,0.2906,190.370,0.581182,1,1,1,1,20,18,100,0.001102,0.000460,1.046227,69.542,11.472,87.782,98.648,0.093342,0.909271,0.076264,0.066000,0.270623,54.288,45.712
120,-1,6,1,-1,-1,400065.000,400166.000,400664.996,99.996,3.800,3.859,1.979,0.6756,0.3827,0.2929,190.370,0.581997,1,1,1,1,20,18,100,0.000894,0.000427,1.047469,68.187,11.648,87.574,98.676,0.094514,0.911251,0.071546,0.068000,0.270804,54.366,45.634
121,-1,6,1,-1,-1,407065.000,407166.000,407665.008,100.008,3.900,3.966,2.030,0.6886,0.3887,0.2999,190.370,0.585766,1,1,1,1,20,18,100,0.000882,0.000526,1.076887,70.001,11.704,87.255,98.742,0.096210,0.940252,0.074889,0.083846,0.270313,54.159,45.841
122,-1,6,1,-1,-1,409065.000,409166.000,409665.000,100.000,3.900,3.933,2.001,0.6864,0.3878,0.2985,190.370,0.583851,1,1,1,1,20,18,100,0.000894,0.000468,1.073805,69.327,11.269,87.252,98.639,0.095905,0.933865,0.079203,0.043000,0.272332,54.328,45.672
123,-1,6,1,-1,-1,411065.000,411166.000,411664.984,99.984,3.900,3.949,2.017,0.6783,0.3832,0.2951,190.620,0.583216,1,1,1,1,20,18,100,0.001090,0.000469,1.068500,70.976,11.574,87.542,98.746,0.096002,0.939535,0.071571,0.057000,0.270028,54.219,45.781
124,-1,6,1,-1,-1,413065.000,413166.000,413664.984,99.984,3.900,3.947,2.033,0.6873,0.3887,0.2987,190.620,0.583390,1,1,1,1,20,18,100,0.001072,0.000525,1.076797,69.026,11.344,87.441,98.623,0.095130,0.933758,0.074777,0.056000,0.272193,54.202,45.798
125,-1,6,1,-1,-1,415065.000,415167.000,415664.992,99.992,3.900,3.948,2.014,0.6888,0.3889,0.2999,190.620,0.583622,1,1,1,1,20,18,100,0.001041,0.000426,1.064626,71.438,11.372,87.279,98.697,0.096249,0.929897,0.074257,0.056500,0.269083,54.344,45.656
126,-1,6,1,-1,-1,422065.000,422166.000,422664.984,99.984,4.000,4.062,2.041,0.7082,0.3983,0.3099,190.620,0.587879,1,1,1,1,20,18,100,0.000915,0.000261,1.113827,70.612,11.358,87.248,98.597,0.099649,0.974070,0.077645,0.134000,0.269431,54.131,45.869
127,-1,6,1,-1,-1,424065.000,424167.000,424664.996,99.996,4.000,4.046,2.086,0.7074,0.3975,0.3099,190.620,0.587492,1,1,1,1,20,18,100,0.000853,0.000500,1.115782,67.614,11.462,87.522,98.740,0.099289,0.971788,0.076943,0.056500,0.275060,53.966,46.034
128,-1,6,1,-1,-1,426065.000,426167.000,426665.004,100.004,4.000,4.048,2.047,0.7029,0.3957,0.3072,190.620,0.587765,1,1,1,1,20,18,100,0.000938,0.000403,1.109059,69.604,11.421,87.144,98.607,0.098724,0.963295,0.080616,0.056500,0.273403,54.122,45.878
129,-1,6,1,-1,-1,428065.000,428167.000,428664.992,99.992,4.000,4.051,2.086,0.7007,0.3946,0.3061,190.370,0.585631,1,1,1,1,20,18,100,0.000963,0.000509,1.123096,69.017,11.907,87.846,98.519,0.099210,0.971278,0.082720,0.061000,0.276557,53.996,46.004
130,-1,6,1,-1,-1,430065.000,430167.000,430560.000,100.000,4.000,4.043,2.068,0.7116,0.4000,0.3116,190.370,0.586462,1,1,1,1,20,18,100,0.000979,0.000393,1.109972,70.565,11.088,87.696,98.569,0.098488,0.963276,0.078909,0.054000,0.273797,53.977,46.023
