impulse index,flip angle,pose number,hole number,read stepper y offset,read colibri z offset,start time ms,valve close time ms,capture end time ms,arduino valve open duration ms,target regulator pressure,average actual regulator pressure,average pressure before valve,average force reading,average force 1,average force 2,maximum flow,volume l,nozzle 1 used,nozzle 2 used,nozzle 3 used,nozzle 4 used,valve open sample count,pressure sample count,flow sample count,force baseline n,force baseline standard deviation n,peak force n,time to peak ms,force rise 10-90 ms,force fall 90-10 ms,force fwhm ms,force impulse ns,force plateau mean n,force plateau standard deviation n,actual minus target pressure bar,peak force per actual pressure n per bar,force 1 share percent,force 2 share percent
14,-1,6,2,70.900,-1,2549595.000,2549696.000,2550194.984,99.984,1.700,1.634,0.895,0.2758,0.1562,0.1196,185.240,0.414576,1,1,1,1,20,18,101,0.002782,0.000538,0.336464,51.568,9.776,88.693,99.627,0.030665,0.288590,0.022975,-0.060500,0.205223,60.352,39.648
15,-1,6,2,70.900,-1,2551595.000,2551697.000,2552194.992,99.992,1.700,1.637,0.899,0.2753,0.1567,0.1186,185.000,0.413026,1,1,1,1,20,18,101,0.002731,0.000462,0.336654,51.356,9.213,88.634,99.260,0.030528,0.288342,0.022022,-0.057143,0.204920,60.673,39.327
16,-1,6,2,70.900,-1,2558595.000,2558696.000,2559194.988,99.988,1.800,1.746,0.917,0.2973,0.1686,0.1287,191.350,0.430001,1,1,1,1,20,18,101,0.002689,0.000435,0.362572,53.609,8.487,88.803,98.714,0.032817,0.311309,0.024539,-0.051500,0.207362,60.082,39.918
17,-1,6,2,70.900,-1,2560595.000,2560697.000,2561194.992,99.992,1.800,1.738,0.924,0.2965,0.1689,0.1276,191.350,0.430957,1,1,1,1,20,18,101,0.002806,0.000464,0.362570,51.348,9.500,88.535,99.428,0.032953,0.310634,0.024168,-0.056500,0.207955,59.950,40.050
18,-1,6,2,70.900,-1,2562595.000,2562697.000,2563195.004,100.004,1.800,1.741,0.902,0.2960,0.1687,0.1273,191.100,0.429195,1,1,1,1,20,18,101,0.001974,0.001008,0.363439,54.288,9.399,88.455,99.330,0.033186,0.312106,0.024803,-0.055000,0.208275,59.959,40.041
19,-1,6,2,70.900,-1,2564595.000,2564697.000,2565195.020,100.020,1.800,1.739,0.911,0.2968,0.1697,0.1271,191.350,0.431637,1,1,1,1,20,18,101,0.002700,0.000475,0.362353,52.355,8.789,88.831,99.294,0.032862,0.310830,0.025284,-0.056000,0.207771,60.007,39.993
20,-1,6,2,70.900,-1,2566595.000,2566696.000,2567195.004,100.004,1.800,1.748,0.933,0.2963,0.1701,0.1261,191.350,0.431170,1,1,1,1,20,18,101,0.002644,0.000436,0.363625,54.336,10.153,88.601,99.701,0.033043,0.310690,0.024742,-0.047500,0.207489,60.057,39.943
21,-1,6,2,70.900,-1,2573595.000,2573697.000,2574194.992,99.992,1.900,1.862,0.955,0.3183,0.1820,0.1363,191.590,0.446858,1,1,1,1,20,18,101,0.002366,0.000372,0.390290,52.871,10.003,88.416,99.664,0.035711,0.334926,0.025840,-0.033000,0.209047,59.359,40.641
22,-1,6,2,70.900,-1,2575595.000,2575696.000,2576195.000,100.000,1.900,1.856,0.958,0.3190,0.1827,0.1363,191.350,0.445366,1,1,1,1,20,18,101,0.002567,0.000413,0.391072,50.650,8.782,88.706,98.831,0.035450,0.335672,0.024543,-0.039500,0.210197,59.363,40.637
23,-1,6,2,70.900,-1,2577595.000,2577696.000,2578194.996,99.996,1.900,1.853,0.960,0.3200,0.1841,0.1359,191.100,0.446912,1,1,1,1,20,18,101,0.002513,0.000383,0.388883,53.193,9.135,88.461,99.348,0.035533,0.334929,0.025436,-0.042000,0.209302,59.518,40.482
24,-1,6,2,70.900,-1,2579595.000,2579696.000,2580194.988,99.988,1.900,1.861,0.962,0.3194,0.1836,0.1359,191.350,0.448117,1,1,1,1,20,18,101,0.002475,0.000612,0.394276,51.803,8.709,88.798,98.734,0.035472,0.336305,0.027793,-0.034500,0.211351,59.362,40.638
25,-1,6,2,70.900,-1,2581595.000,2581696.000,2582194.996,99.996,1.900,1.854,0.967,0.3191,0.1842,0.1349,191.350,0.446202,1,1,1,1,20,18,101,0.002583,0.000509,0.390696,53.453,9.186,88.366,99.377,0.035492,0.336175,0.026540,-0.041500,0.210221,59.505,40.495
26,-1,6,2,70.900,-1,2588595.000,2588696.000,2589194.980,99.980,2.000,1.964,1.002,0.3397,0.1946,0.1451,191.590,0.461509,1,1,1,1,20,18,101,0.002531,0.000547,0.415591,52.609,8.355,88.652,98.828,0.037714,0.358165,0.026985,-0.031000,0.211067,59.012,40.988
27,-1,6,2,70.900,-1,2590595.000,2590697.000,2591194.988,99.988,2.000,1.957,1.008,0.3390,0.1951,0.1439,191.350,0.461091,1,1,1,1,20,18,101,0.002446,0.000530,0.416061,55.121,9.481,88.318,99.524,0.037980,0.358689,0.028396,-0.038000,0.212060,59.048,40.952
28,-1,6,2,70.900,-1,2592595.000,2592697.000,2593195.004,100.004,2.000,1.951,1.001,0.3409,0.1958,0.1450,190.860,0.460117,1,1,1,1,20,18,101,0.002320,0.000341,0.414920,52.423,8.719,88.454,98.977,0.037994,0.359227,0.027078,-0.043000,0.212019,58.927,41.073
29,-1,6,2,70.900,-1,2594595.000,2594697.000,2595195.004,100.004,2.000,1.958,1.007,0.3393,0.1958,0.1435,190.860,0.459301,1,1,1,1,20,18,101,0.002498,0.000468,0.415334,51.044,9.107,88.568,99.248,0.037935,0.359288,0.027532,-0.036667,0.211545,58.996,41.004
30,-1,6,2,70.900,-1,2596595.000,2596697.000,2597195.004,100.004,2.000,1.952,1.004,0.3413,0.1971,0.1442,191.350,0.460960,1,1,1,1,20,18,101,0.002523,0.000535,0.418545,53.055,8.883,88.372,98.857,0.037863,0.358362,0.028750,-0.043500,0.213925,58.997,41.003
31,-1,6,2,70.900,-1,2603595.000,2603697.000,2604195.020,100.020,2.100,2.046,1.034,0.3558,0.2043,0.1515,191.350,0.471048,1,1,1,1,20,18,101,0.002462,0.000289,0.436959,52.154,9.449,88.535,99.634,0.040158,0.379413,0.026977,-0.049500,0.213099,58.435,41.565
32,-1,6,2,70.900,-1,2605595.000,2605697.000,2606195.008,100.008,2.100,2.033,1.031,0.3571,0.2056,0.1515,191.350,0.467928,1,1,1,1,20,18,101,0.002368,0.000318,0.444481,53.871,9.133,88.641,98.713,0.039735,0.378046,0.031073,-0.060500,0.217936,58.629,41.371
33,-1,6,2,70.900,-1,2607595.000,2607696.000,2608195.000,100.000,2.100,2.031,1.036,0.3564,0.2054,0.1510,191.100,0.468413,1,1,1,1,20,18,101,0.002363,0.000584,0.438691,52.339,9.252,88.328,99.445,0.039962,0.378337,0.029560,-0.063000,0.215361,58.577,41.423
34,-1,6,2,70.900,-1,2609595.000,2609696.000,2610195.000,100.000,2.100,2.030,1.049,0.3564,0.2062,0.1503,191.350,0.469513,1,1,1,1,20,18,101,0.002146,0.001336,0.439686,51.852,8.900,88.111,98.886,0.039659,0.379409,0.027602,-0.063810,0.215935,58.803,41.197
35,-1,6,2,70.900,-1,2611595.000,2611696.000,2612194.996,99.996,2.100,2.037,1.049,0.3562,0.2059,0.1503,191.590,0.469415,1,1,1,1,20,18,101,0.002425,0.000446,0.439710,51.916,9.624,88.182,99.253,0.039753,0.377697,0.030248,-0.058000,0.215333,58.585,41.415
36,-1,6,2,70.900,-1,2618595.000,2618696.000,2619194.996,99.996,2.200,2.171,1.084,0.3784,0.2162,0.1623,191.350,0.482017,1,1,1,1,20,18,101,0.002363,0.000346,0.463020,52.046,8.214,87.827,98.932,0.042584,0.403563,0.029421,-0.025714,0.212952,58.055,41.945
37,-1,6,2,70.900,-1,2620595.000,2620696.000,2621194.996,99.996,2.200,2.141,1.064,0.3773,0.2166,0.1607,191.350,0.478946,1,1,1,1,20,18,101,0.002561,0.000528,0.464847,53.725,9.752,88.169,99.718,0.042499,0.403470,0.030823,-0.051500,0.216359,58.064,41.936
38,-1,6,2,70.900,-1,2622595.000,2622697.000,2623194.996,99.996,2.200,2.142,1.074,0.3779,0.2164,0.1615,191.350,0.479503,1,1,1,1,20,18,101,0.002404,0.000578,0.467476,52.468,8.822,88.313,98.847,0.042131,0.402402,0.031704,-0.052500,0.217684,58.014,41.986
39,-1,6,2,70.900,-1,2624595.000,2624697.000,2625195.008,100.008,2.200,2.143,1.091,0.3763,0.2158,0.1604,191.350,0.479992,1,1,1,1,20,18,101,0.002353,0.000510,0.465405,54.398,9.729,87.957,99.509,0.042488,0.403873,0.029977,-0.052000,0.216669,58.104,41.896
40,-1,6,2,70.900,-1,2626595.000,2626697.000,2627195.012,100.012,2.200,2.139,1.109,0.3755,0.2152,0.1603,191.590,0.481695,1,1,1,1,20,18,101,0.002399,0.000643,0.465260,52.562,8.901,88.155,98.922,0.042292,0.404245,0.030049,-0.053000,0.216703,58.065,41.935
41,-1,6,2,70.900,-1,2633595.000,2633697.000,2634195.004,100.004,2.300,2.228,1.133,0.3887,0.2220,0.1667,191.350,0.486889,1,1,1,1,20,18,101,0.002189,0.000323,0.485174,54.642,9.557,88.281,99.682,0.044721,0.424100,0.031156,-0.065000,0.217080,57.723,42.277
42,-1,6,2,70.900,-1,2635595.000,2635697.000,2636195.012,100.012,2.300,2.252,1.128,0.3926,0.2236,0.1691,191.350,0.489714,1,1,1,1,20,18,101,0.002400,0.000604,0.492790,53.033,8.848,88.189,98.763,0.044493,0.424777,0.031610,-0.044000,0.218435,57.577,42.423
43,-1,6,2,70.900,-1,2637595.000,2637697.000,2638194.988,99.988,2.300,2.244,1.118,0.3940,0.2248,0.1693,191.350,0.490624,1,1,1,1,20,18,101,0.002214,0.000442,0.495888,54.915,9.949,88.202,99.502,0.045019,0.427578,0.032829,-0.049000,0.220297,57.575,42.425
44,-1,6,2,70.900,-1,2639595.000,2639696.000,2640194.992,99.992,2.300,2.246,1.129,0.3985,0.2275,0.1709,191.100,0.489309,1,1,1,1,20,18,101,0.002320,0.000389,0.492665,52.443,8.819,88.199,98.825,0.044597,0.426840,0.031254,-0.048000,0.218768,57.472,42.528
45,-1,6,2,70.900,-1,2641595.000,2641696.000,2642194.992,99.992,2.300,2.249,1.142,0.3947,0.2257,0.1690,191.350,0.490767,1,1,1,1,20,18,101,0.002311,0.000474,0.495431,51.553,9.584,88.337,99.528,0.044901,0.426581,0.034294,-0.043810,0.219588,57.602,42.398
46,-1,6,2,70.900,-1,2648595.000,2648696.000,2649194.996,99.996,2.400,2.349,1.178,0.4130,0.2339,0.1790,191.350,0.498528,1,1,1,1,20,18,101,0.002081,0.000416,0.512832,54.550,8.780,87.679,99.135,0.047313,0.448624,0.033458,-0.044500,0.217717,57.168,42.832
47,-1,6,2,70.900,-1,2650595.000,2650696.000,2651194.980,99.980,2.400,2.372,1.167,0.4162,0.2361,0.1801,191.350,0.498590,1,1,1,1,20,18,101,0.002386,0.000681,0.513083,53.154,9.670,87.692,99.701,0.047599,0.452832,0.030207,-0.024000,0.215944,56.940,43.060
48,-1,6,2,70.900,-1,2652595.000,2652696.000,2653194.992,99.992,2.400,2.367,1.189,0.4184,0.2368,0.1816,191.350,0.500247,1,1,1,1,20,18,101,0.002437,0.000407,0.520364,54.625,8.534,88.128,99.031,0.047607,0.454543,0.032683,-0.027500,0.219331,57.036,42.964
49,-1,6,2,70.900,-1,2654595.000,2654696.000,2655194.976,99.976,2.400,2.363,1.182,0.4163,0.2360,0.1803,191.100,0.498220,1,1,1,1,20,18,101,0.002302,0.000423,0.519084,52.865,9.632,87.984,99.533,0.047898,0.454796,0.032474,-0.031000,0.219115,56.954,43.046
50,-1,6,2,70.900,-1,2656595.000,2656697.000,2657194.996,99.996,2.400,2.369,1.186,0.4173,0.2366,0.1808,191.100,0.498192,1,1,1,1,20,18,101,0.002149,0.000337,0.520503,54.710,8.744,87.878,99.026,0.047471,0.452838,0.034820,-0.026500,0.219298,57.078,42.922
51,-1,6,2,70.900,-1,2663595.000,2663697.000,2664194.988,99.988,2.500,2.493,1.236,0.4412,0.2481,0.1931,191.100,0.507724,1,1,1,1,20,18,101,0.002216,0.000377,0.549133,54.513,9.941,87.786,99.565,0.050745,0.480957,0.034125,-0.003500,0.219961,56.369,43.631
52,-1,6,2,70.900,-1,2665595.000,2665697.000,2666195.000,100.000,2.500,2.492,1.239,0.4425,0.2486,0.1939,191.100,0.509483,1,1,1,1,20,18,101,0.002162,0.000749,0.554124,52.747,9.212,87.828,99.018,0.050501,0.480402,0.035656,-0.003333,0.221946,56.428,43.572
53,-1,6,2,70.900,-1,2667595.000,2667697.000,2668194.992,99.992,2.500,2.494,1.243,0.4400,0.2478,0.1922,191.350,0.508684,1,1,1,1,20,18,101,0.002378,0.000529,0.549475,54.677,9.505,87.840,99.587,0.050730,0.480467,0.034791,-0.001000,0.219878,56.461,43.539
54,-1,6,2,70.900,-1,2669595.000,2669697.000,2670194.988,99.988,2.500,2.488,1.211,0.4437,0.2497,0.1940,191.350,0.509063,1,1,1,1,20,18,101,0.002284,0.000351,0.546107,50.814,8.778,87.740,98.992,0.050346,0.482238,0.031483,-0.006190,0.218985,56.290,43.710
55,-1,6,2,70.900,-1,2671595.000,2671696.000,2672194.992,99.992,2.500,2.489,1.217,0.4425,0.2492,0.1932,191.100,0.509849,1,1,1,1,20,18,101,0.002418,0.000292,0.548496,54.410,9.425,87.871,99.713,0.050859,0.482728,0.032762,-0.006500,0.219970,56.369,43.631
56,-1,6,2,70.900,-1,2678595.000,2678696.000,2679195.004,100.004,2.600,2.576,1.264,0.4601,0.2574,0.2027,191.100,0.514434,1,1,1,1,20,18,101,0.002210,0.000427,0.576576,53.613,9.047,88.174,99.199,0.052833,0.503237,0.036364,-0.018000,0.223306,55.978,44.022
57,-1,6,2,70.900,-1,2680595.000,2680696.000,2681195.004,100.004,2.600,2.574,1.284,0.4586,0.2567,0.2019,190.860,0.515784,1,1,1,1,20,18,101,0.001089,0.000335,0.572179,55.624,9.589,87.930,99.397,0.053373,0.503344,0.035424,-0.021000,0.221861,55.987,44.013
58,-1,6,2,70.900,-1,2682595.000,2682696.000,2683194.992,99.992,2.600,2.573,1.288,0.4584,0.2565,0.2019,191.100,0.514972,1,1,1,1,20,18,101,0.002316,0.000417,0.569233,54.115,8.858,87.725,99.210,0.052663,0.502593,0.035347,-0.021500,0.220761,55.890,44.110
59,-1,6,2,70.900,-1,2684595.000,2684696.000,2685194.996,99.996,2.600,2.573,1.249,0.4581,0.2572,0.2008,191.350,0.516123,1,1,1,1,20,18,101,0.002218,0.000616,0.574237,55.878,9.691,88.066,99.536,0.052879,0.499812,0.038118,-0.021500,0.222702,56.135,43.865
60,-1,6,2,70.900,-1,2686595.000,2686697.000,2687194.992,99.992,2.600,2.574,1.282,0.4578,0.2571,0.2007,191.100,0.516365,1,1,1,1,20,18,101,0.002217,0.000494,0.571676,53.964,9.118,87.808,99.155,0.052554,0.501620,0.034243,-0.020500,0.221623,56.072,43.928
61,-1,6,2,70.900,-1,2693595.000,2693696.000,2694194.992,99.992,2.700,2.689,1.327,0.4814,0.2675,0.2140,190.860,0.523473,1,1,1,1,20,18,101,0.002187,0.000436,0.598950,53.464,9.111,87.675,99.195,0.055600,0.529540,0.034653,-0.006000,0.222327,55.549,44.451
62,-1,6,2,70.900,-1,2695595.000,2695697.000,2696195.000,100.000,2.700,2.689,1.326,0.4812,0.2678,0.2134,191.100,0.522845,1,1,1,1,20,18,101,0.002305,0.000447,0.599938,54.861,9.155,87.560,99.340,0.055573,0.529322,0.037013,-0.006500,0.222735,55.525,44.475
63,-1,6,2,70.900,-1,2697595.000,2697697.000,2698195.012,100.012,2.700,2.687,1.331,0.4821,0.2686,0.2135,190.860,0.521165,1,1,1,1,20,18,101,0.002235,0.000334,0.606450,53.423,9.648,87.832,99.414,0.055759,0.530613,0.037944,-0.009000,0.225362,55.452,44.548
64,-1,6,2,70.900,-1,2699595.000,2699697.000,2700195.004,100.004,2.700,2.681,1.302,0.4833,0.2697,0.2136,190.860,0.523677,1,1,1,1,20,18,101,0.002132,0.000392,0.601651,55.889,9.133,87.572,99.360,0.055641,0.532536,0.036069,-0.013000,0.223912,55.508,44.492
65,-1,6,2,70.900,-1,2701595.000,2701697.000,2702195.000,100.000,2.700,2.687,1.330,0.4841,0.2707,0.2135,190.860,0.521223,1,1,1,1,20,18,101,0.002230,0.000341,0.602928,53.522,9.897,87.655,99.400,0.055600,0.527944,0.035701,-0.008500,0.224012,55.613,44.387
66,-1,6,2,70.900,-1,2708595.000,2708697.000,2709195.004,100.004,2.800,2.810,1.408,0.5076,0.2811,0.2265,191.100,0.530992,1,1,1,1,20,18,101,0.002377,0.000457,0.640276,53.360,9.617,87.917,99.306,0.058754,0.559685,0.038920,0.015000,0.227452,55.075,44.925
67,-1,6,2,70.900,-1,2710595.000,2710696.000,2711194.996,99.996,2.800,2.801,1.384,0.5060,0.2802,0.2258,191.100,0.530257,1,1,1,1,20,18,101,0.002250,0.000471,0.632503,53.364,9.061,87.438,99.143,0.058368,0.555787,0.038184,0.005500,0.225451,55.058,44.942
68,-1,6,2,70.900,-1,2712595.000,2712696.000,2713194.996,99.996,2.800,2.803,1.379,0.5052,0.2795,0.2256,190.860,0.529207,1,1,1,1,20,18,101,0.002171,0.000359,0.634957,53.328,9.746,87.690,99.473,0.058810,0.561377,0.036456,0.007619,0.226155,54.942,45.058
69,-1,6,2,70.900,-1,2714595.000,2714696.000,2715194.988,99.988,2.800,2.803,1.401,0.5042,0.2790,0.2252,190.860,0.529716,1,1,1,1,20,18,101,0.002266,0.000432,0.627670,55.196,8.949,87.682,99.157,0.058212,0.556844,0.037251,0.008500,0.223489,54.968,45.032
70,-1,6,2,70.900,-1,2716595.000,2716696.000,2717194.992,99.992,2.800,2.801,1.391,0.5053,0.2804,0.2249,191.100,0.529769,1,1,1,1,20,18,101,0.002321,0.000430,0.631384,54.033,9.458,87.872,99.404,0.058245,0.557064,0.036756,0.006000,0.225012,54.975,45.025
71,-1,6,2,70.900,-1,2723595.000,2723696.000,2724194.984,99.984,2.900,2.912,1.447,0.5313,0.2923,0.2390,190.860,0.536792,1,1,1,1,20,18,101,0.002417,0.000333,0.661673,56.594,8.611,87.804,99.081,0.061021,0.586156,0.039696,0.019000,0.226678,54.476,45.524
72,-1,6,2,70.900,-1,2725595.000,2725697.000,2726195.008,100.008,2.900,2.915,1.436,0.5296,0.2914,0.2382,191.100,0.536665,1,1,1,1,20,18,101,0.002266,0.000928,0.664623,55.170,9.881,87.636,99.713,0.061787,0.588674,0.041369,0.020500,0.227572,54.431,45.569
73,-1,6,2,70.900,-1,2727595.000,2727697.000,2728195.008,100.008,2.900,2.913,1.446,0.5335,0.2932,0.2403,190.620,0.534246,1,1,1,1,20,18,101,0.002361,0.000393,0.655310,57.011,8.785,87.320,99.119,0.061295,0.588009,0.037271,0.017500,0.224613,54.328,45.672
74,-1,6,2,70.900,-1,2729595.000,2729697.000,2730195.012,100.012,2.900,2.906,1.428,0.5256,0.2895,0.2361,190.860,0.537435,1,1,1,1,20,18,101,0.002385,0.000545,0.659377,51.659,9.513,87.651,99.538,0.061256,0.587735,0.035091,0.013333,0.226331,54.356,45.644
75,-1,6,2,70.900,-1,2731595.000,2731697.000,2732195.008,100.008,2.900,2.911,1.439,0.5325,0.2927,0.2397,191.100,0.537304,1,1,1,1,20,18,101,0.002276,0.000364,0.660342,53.474,9.067,87.467,99.103,0.061125,0.587266,0.037311,0.016190,0.226440,54.316,45.684
76,-1,6,2,70.900,-1,2738595.000,2738697.000,2739194.992,99.992,3.000,2.994,1.497,0.5469,0.2996,0.2472,191.100,0.540128,1,1,1,1,20,18,101,0.002245,0.000321,0.682854,56.995,9.589,87.725,99.501,0.063713,0.607031,0.039817,-0.000500,0.227656,54.064,45.936
77,-1,6,2,70.900,-1,2740595.000,2740697.000,2741194.992,99.992,3.000,2.994,1.481,0.5439,0.2981,0.2458,190.860,0.539769,1,1,1,1,20,18,101,0.002245,0.000373,0.680378,54.777,9.048,87.632,99.176,0.062864,0.605082,0.039842,-0.001000,0.226868,54.201,45.799
78,-1,6,2,70.900,-1,2742595.000,2742696.000,2743195.000,100.000,3.000,2.998,1.489,0.5454,0.2993,0.2462,191.350,0.542034,1,1,1,1,20,18,101,0.002349,0.000586,0.678133,56.675,9.809,87.514,99.589,0.063631,0.608452,0.038024,0.001500,0.225931,54.062,45.938
79,-1,6,2,70.900,-1,2744595.000,2744696.000,2745194.996,99.996,3.000,2.992,1.472,0.5457,0.2991,0.2466,191.100,0.541154,1,1,1,1,20,18,101,0.002263,0.000451,0.676326,54.859,8.756,87.261,99.171,0.062977,0.605131,0.036129,-0.004000,0.225743,54.163,45.837
80,-1,6,2,70.900,-1,2746595.000,2746696.000,2747194.992,99.992,3.000,2.988,1.467,0.5465,0.3000,0.2465,190.860,0.541874,1,1,1,1,20,18,101,0.002165,0.000371,0.686197,56.840,9.967,87.302,99.336,0.063574,0.607382,0.039233,-0.006000,0.229191,54.094,45.906
81,-1,6,2,70.900,-1,2753595.000,2753696.000,2754195.000,100.000,3.100,3.103,1.537,0.5710,0.3111,0.2598,191.100,0.547437,1,1,1,1,20,18,101,0.002227,0.000391,0.711686,50.895,9.025,87.289,99.419,0.066427,0.637869,0.037301,0.009524,0.228873,53.743,46.257
82,-1,6,2,70.900,-1,2755595.000,2755696.000,2756194.992,99.992,3.100,3.104,1.544,0.5706,0.3108,0.2598,190.860,0.545601,1,1,1,1,20,18,101,0.002335,0.000430,0.712416,54.118,9.368,87.357,99.454,0.066407,0.634498,0.041184,0.010476,0.229037,53.641,46.359
83,-1,6,2,70.900,-1,2757595.000,2757696.000,2758194.996,99.996,3.100,3.103,1.533,0.5670,0.3084,0.2586,191.100,0.547226,1,1,1,1,20,18,101,0.002214,0.000465,0.715253,56.705,9.323,87.482,99.287,0.066151,0.634965,0.041738,0.009000,0.230059,53.612,46.388
84,-1,6,2,70.900,-1,2759595.000,2759697.000,2760194.996,99.996,3.100,3.105,1.548,0.5704,0.3111,0.2593,190.860,0.546285,1,1,1,1,20,18,101,0.002127,0.000318,0.715060,54.194,9.132,87.605,99.292,0.066221,0.633396,0.042462,0.011000,0.229849,53.609,46.391
85,-1,6,2,70.900,-1,2761595.000,2761697.000,2762195.000,100.000,3.100,3.102,1.531,0.5724,0.3123,0.2600,190.860,0.547088,1,1,1,1,20,18,101,0.002273,0.000314,0.716801,56.770,9.306,87.262,99.243,0.066326,0.638844,0.039250,0.008000,0.230631,53.449,46.551
86,-1,6,2,70.900,-1,2768595.000,2768697.000,2769195.008,100.008,3.200,3.218,1.601,0.5968,0.3230,0.2738,191.100,0.554035,1,1,1,1,20,18,101,0.002209,0.000461,0.747258,55.877,9.139,87.299,99.246,0.069390,0.668082,0.041703,0.025000,0.231708,53.187,46.813
87,-1,6,2,70.900,-1,2770595.000,2770697.000,2771194.988,99.988,3.200,3.220,1.597,0.5948,0.3224,0.2724,191.350,0.552382,1,1,1,1,20,18,101,0.002069,0.000396,0.740372,56.119,9.599,87.475,99.515,0.069424,0.665378,0.039660,0.025500,0.229537,53.215,46.785
