sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_154827_653;20260918_154827_653_i0001;2026-09-18T15:48:33.953+02:00;impulse_0001_20260918_154827_653_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_154827_653_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-95,897;-1;4766875,000;4766921,000;4767425,000;50,000;3,000;2,9585266666666667;0,6653066666666667;0,2644;0,1388;0,1256;146,062;0,233830;1;1;1;0;2;0;71;0,153716;0,149360;-0,024483;15,182;;;;0,000000;-0,144754;0,065159;-0,041473;-0,008276;;
20260918_154827_653;20260918_154827_653_i0002;2026-09-18T15:48:36.031+02:00;impulse_0002_20260918_154827_653_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_154827_653_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-95,897;-1;4768890,000;4768968,000;4769440,000;50,000;3,000;2,99002;0,01343;0,2606;0,1371;0,1234;145,772;0,235094;1;1;1;0;2;0;73;0,049085;0,106794;0,317795;11,393;;23,177;;0,009172;0,158231;0,157307;-0,009980;0,106285;49,653;50,347
20260918_154827_653;20260918_154827_653_i0003;2026-09-18T15:48:38.013+02:00;impulse_0003_20260918_154827_653_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_154827_653_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-95,897;-1;4770953,000;4771000,000;4771503,000;50,000;3,000;2,9869666666666665;0,5776133333333333;0,2622;0,1384;0,1238;145,466;0,233324;1;1;1;0;2;0;71;0,097622;0,141631;0,232893;0,061;;18,455;;0,003712;0,027921;0,154105;-0,013033;0,077970;41,263;58,737
20260918_154827_653;20260918_154827_653_i0004;2026-09-18T15:48:40.084+02:00;impulse_0004_20260918_154827_653_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_154827_653_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-95,897;-1;4773015,000;4773062,000;4773565,000;50,000;3,000;2,9690833333333333;0,6585933333333334;0,2667;0,1407;0,1260;145,360;0,233414;1;1;1;0;2;0;71;0,139430;0,149926;0,175831;0,125;;3,702;;0,000650;-0,102906;0,110647;-0,030917;0,059221;;
20260918_154827_653;20260918_154827_653_i0005;2026-09-18T15:48:42.150+02:00;impulse_0005_20260918_154827_653_i0005_p3p000bar_mask7_timeseries.csv;impulse_0005_20260918_154827_653_i0005_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-95,897;-1;4775046,000;4775093,000;4775596,000;50,000;3,000;2,9789733333333333;0,32878666666666667;0,2542;0,1339;0,1203;145,421;0,239022;1;1;1;0;2;0;79;0,081492;0,131549;0,285545;1,075;;20,873;;0,005429;0,083818;0,152550;-0,104360;0,095854;53,727;46,273
20260918_154827_653;20260918_154827_653_i0006;2026-09-18T15:48:47.195+02:00;impulse_0006_20260918_154827_653_i0006_p3p250bar_mask7_timeseries.csv;impulse_0006_20260918_154827_653_i0006_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-95,897;-1;4780140,000;4780187,000;4780690,000;50,000;3,250;3,2339233333333333;0,74943;0,2752;0,1448;0,1304;152,654;0,246035;1;1;1;0;2;0;72;0,170383;0,169984;-0,034118;8,861;;;;0,000000;-0,169731;0,067878;-0,016077;-0,010550;;
20260918_154827_653;20260918_154827_653_i0007;2026-09-18T15:48:49.247+02:00;impulse_0007_20260918_154827_653_i0007_p3p250bar_mask7_timeseries.csv;impulse_0007_20260918_154827_653_i0007_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-95,897;-1;4782187,000;4782187,000;4782737,000;50,000;3,250;3,2156133333333337;0,73478;0,2772;0,1448;0,1325;152,547;0,245458;1;1;1;0;1;0;72;0,168333;0,171531;-0,035166;0,498;;;;0,000000;-0,163087;0,061262;-0,034387;-0,010936;;
20260918_154827_653;20260918_154827_653_i0008;2026-09-18T15:48:51.281+02:00;impulse_0008_20260918_154827_653_i0008_p3p250bar_mask7_timeseries.csv;impulse_0008_20260918_154827_653_i0008_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-95,897;-1;4784218,000;4784265,000;4784768,000;50,000;3,250;3,2129266666666667;0,7332566666666667;0,2734;0,1424;0,1310;152,562;0,244872;1;1;1;0;2;0;72;0,137404;0,162798;0,204295;0,273;;3,374;;0,000593;-0,105007;0,113451;-0,037073;0,063585;;
20260918_154827_653;20260918_154827_653_i0009;2026-09-18T15:48:53.367+02:00;impulse_0009_20260918_154827_653_i0009_p3p250bar_mask7_timeseries.csv;impulse_0009_20260918_154827_653_i0009_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-95,897;-1;4786281,000;4786328,000;4786831,000;50,000;3,250;3,2213533333333335;0,7478066666666667;0,2825;0,1484;0,1341;152,959;0,246993;1;1;1;0;2;0;73;0,172100;0,165136;-0,042136;11,001;;;;0,000000;-0,171557;0,067193;-0,028647;-0,013080;;
20260918_154827_653;20260918_154827_653_i0010;2026-09-18T15:48:55.451+02:00;impulse_0010_20260918_154827_653_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_154827_653_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-95,897;-1;4788312,000;4788390,000;4788862,000;50,000;3,250;3,21708;1,06326;0,2761;0,1437;0,1324;152,165;0,249635;1;1;1;0;2;0;79;0,139173;0,164466;0,206677;4,507;;3,520;;0,001660;-0,083726;0,144966;-0,032920;0,064244;;
