sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_145142_997;20260918_145142_997_i0001;2026-09-18T14:51:49.254+02:00;impulse_0001_20260918_145142_997_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_145142_997_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-75,935;-1;1362218,000;1362265,000;1362768,000;50,000;3,000;2,95926;0,6501433333333334;0,4191;0,2466;0,1725;145,985;0,234265;1;1;1;0;2;0;73;0,128109;0,212842;0,445576;1,320;;20,051;;0,009554;0,152167;0,257327;-0,040740;0,150570;58,796;41,204
20260918_145142_997;20260918_145142_997_i0002;2026-09-18T14:51:51.276+02:00;impulse_0002_20260918_145142_997_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_145142_997_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-75,935;-1;1364265,000;1364343,000;1364815,000;50,000;3,000;3,00339;0,82583;0,4212;0,2478;0,1734;145,940;0,234195;1;1;1;0;2;0;71;0,060353;0,154851;0,514696;14,627;;20,209;;0,017536;0,365841;0,192581;0,003390;0,171372;59,603;40,397
20260918_145142_997;20260918_145142_997_i0003;2026-09-18T14:51:53.288+02:00;impulse_0003_20260918_145142_997_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_145142_997_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-75,935;-1;1366296,000;1366343,000;1366846,000;50,000;3,000;2,96811;0,32441333333333333;0,4165;0,2456;0,1708;145,314;0,234465;1;1;1;0;2;0;73;0,020092;0,074913;0,558496;23,130;;21,123;;0,023924;0,491649;0,035456;-0,031890;0,188165;60,226;39,774
20260918_145142_997;20260918_145142_997_i0004;2026-09-18T14:51:55.430+02:00;impulse_0004_20260918_145142_997_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_145142_997_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-75,935;-1;1368375,000;1368421,000;1368925,000;50,000;3,000;2,953273333333333;0,66459;0,4107;0,2419;0,1688;145,207;0,232974;1;1;1;0;2;0;71;0,142323;0,222715;0,432402;0,391;;20,313;;0,008031;0,113032;0,256036;-0,046727;0,146415;58,381;41,619
20260918_145142_997;20260918_145142_997_i0005;2026-09-18T14:51:57.451+02:00;impulse_0005_20260918_145142_997_i0005_p3p000bar_mask7_timeseries.csv;impulse_0005_20260918_145142_997_i0005_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-75,935;-1;1370437,000;1370484,000;1370987,000;50,000;3,000;2,9419833333333334;0,6470933333333334;0,4182;0,2463;0,1719;145,421;0,234269;1;1;1;0;2;0;73;0,177854;0,238672;0,335297;9,152;;4,509;;0,004691;-0,039566;0,235716;-0,058017;0,113970;;
20260918_145142_997;20260918_145142_997_i0006;2026-09-18T14:51:59.460+02:00;impulse_0006_20260918_145142_997_i0006_p3p000bar_mask7_timeseries.csv;impulse_0006_20260918_145142_997_i0006_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-75,935;-1;1372453,000;1372500,000;1373003,000;50,000;3,000;2,97531;0,5299;0,4186;0,2468;0,1717;144,826;0,232789;1;1;1;0;2;0;71;0,053758;0,145205;0,516460;16,647;;20,590;;0,018299;0,388455;0,161799;-0,024690;0,173582;59,810;40,190
20260918_145142_997;20260918_145142_997_i0007;2026-09-18T14:52:01.551+02:00;impulse_0007_20260918_145142_997_i0007_p3p000bar_mask7_timeseries.csv;impulse_0007_20260918_145142_997_i0007_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-75,935;-1;1374546,000;1374546,000;1375096,000;50,000;3,000;2,9634666666666667;0,6387533333333334;0,4163;0,2459;0,1703;144,566;0,231965;1;1;1;0;1;0;70;0,215462;0,245787;0,303636;2,070;;4,373;;0,001965;-0,148945;0,180964;-0,036533;0,102460;;
20260918_145142_997;20260918_145142_997_i0008;2026-09-18T14:52:03.592+02:00;impulse_0008_20260918_145142_997_i0008_p3p000bar_mask7_timeseries.csv;impulse_0008_20260918_145142_997_i0008_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-75,935;-1;1376578,000;1376625,000;1377128,000;50,000;3,000;2,9594400000000003;0,6446500000000001;0,4144;0,2451;0,1693;145,054;0,232864;1;1;1;0;2;0;71;0,120486;0,206238;0,459783;2,857;;21,574;;0,010235;0,165325;0,255522;-0,040560;0,155362;58,836;41,164
20260918_145142_997;20260918_145142_997_i0009;2026-09-18T14:52:05.601+02:00;impulse_0009_20260918_145142_997_i0009_p3p000bar_mask7_timeseries.csv;impulse_0009_20260918_145142_997_i0009_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-75,935;-1;1378609,000;1378656,000;1379159,000;50,000;3,000;2,9789733333333333;0,32817666666666667;0,4136;0,2445;0,1690;144,368;0,230580;1;1;1;0;2;0;69;0,022819;0,080867;0,552251;21,882;;21,760;;0,023252;0,484216;0,038167;-0,021027;0,185383;60,327;39,673
20260918_145142_997;20260918_145142_997_i0010;2026-09-18T14:52:07.733+02:00;impulse_0010_20260918_145142_997_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_145142_997_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-75,935;-1;1380703,000;1380703,000;1381253,000;50,000;3,250;2,985263333333333;0,4212533333333333;0,4182;0,2473;0,1709;144,871;0,237256;1;1;1;0;1;0;77;0,254720;0,247743;-0,148892;8,409;;;;0,000000;-0,251958;0,051457;-0,264737;-0,049876;;
