sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_135358_250;20260918_135358_250_i0001;2026-09-18T13:54:04.563+02:00;impulse_0001_20260918_135358_250_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_135358_250_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-85,901;-1;1009578,000;1009625,000;1010128,000;50,000;3,000;2,9491899999999998;0,69338;0,3676;0,2023;0,1652;147,084;0,235260;1;1;1;0;2;0;72;-0,000323;0,002621;0,512821;12,080;8,752;40,389;49,502;0,026298;0,455682;0,036590;-0,050810;0,173885;55,807;44,193
20260918_135358_250;20260918_135358_250_i0002;2026-09-18T13:54:06.637+02:00;impulse_0002_20260918_135358_250_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_135358_250_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-85,901;-1;1011641,000;1011688,000;1012191,000;50,000;3,000;2,944306666666667;0,69124;0,3708;0,2046;0,1663;146,947;0,235284;1;1;1;0;2;0;72;0,015038;0,061758;0,496045;4,799;;40,289;;0,022241;0,439747;0,032398;-0,055693;0,168476;56,408;43,592
20260918_135358_250;20260918_135358_250_i0003;2026-09-18T13:54:08.647+02:00;impulse_0003_20260918_135358_250_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_135358_250_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-85,901;-1;1013672,000;1013719,000;1014222,000;50,000;3,000;2,9720133333333334;0,7501466666666666;0,3670;0,2016;0,1654;145,772;0,233524;1;1;1;0;2;0;71;-0,000502;0,000835;0,511136;46,427;8,780;21,562;49,461;0,026309;0,462527;0,028182;-0,027987;0,171983;56,262;43,738
20260918_135358_250;20260918_135358_250_i0004;2026-09-18T13:54:10.655+02:00;impulse_0004_20260918_135358_250_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_135358_250_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-85,901;-1;1015703,000;1015750,000;1016253,000;50,000;3,000;2,9747033333333333;0,3504566666666667;0,3708;0,2049;0,1659;145,344;0,233412;1;1;1;0;2;0;71;-0,000688;0,000725;0,517117;41,617;8,783;40,321;49,503;0,026505;0,499930;0,014100;-0,025297;0,173838;58,554;41,446
20260918_135358_250;20260918_135358_250_i0005;2026-09-18T13:54:12.785+02:00;impulse_0005_20260918_135358_250_i0005_p3p250bar_mask7_timeseries.csv;impulse_0005_20260918_135358_250_i0005_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-85,901;-1;1017828,000;1017828,000;1018378,000;50,000;3,250;2,9848933333333334;0,009053333333333333;0,3637;0,2007;0,1630;145,619;0,235126;1;1;1;0;1;0;74;0,172755;0,215285;0,286995;6,540;;4,042;;0,002963;-0,092772;0,198309;-0,265107;0,096149;;
20260918_135358_250;20260918_135358_250_i0006;2026-09-18T13:54:17.781+02:00;impulse_0006_20260918_135358_250_i0006_p3p250bar_mask7_timeseries.csv;impulse_0006_20260918_135358_250_i0006_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-85,901;-1;1022828,000;1022875,000;1023378,000;50,000;3,250;3,23905;0,6350933333333333;0,3979;0,2198;0,1781;152,669;0,244166;1;1;1;0;2;0;70;-0,000866;0,000668;0,565084;23,982;8,867;39,666;49,486;0,029272;0,520805;0,031614;-0,010950;0,174460;56,353;43,647
20260918_135358_250;20260918_135358_250_i0007;2026-09-18T13:54:19.895+02:00;impulse_0007_20260918_135358_250_i0007_p3p250bar_mask7_timeseries.csv;impulse_0007_20260918_135358_250_i0007_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-85,901;-1;1024891,000;1024938,000;1025441,000;50,000;3,250;3,20249;0,7524833333333334;0,3757;0,2077;0,1679;152,715;0,246387;1;1;1;0;2;0;72;0,001442;0,013757;0,566576;28,657;;21,186;49,449;0,028613;0,506279;0,039351;-0,047510;0,176917;55,758;44,242
20260918_135358_250;20260918_135358_250_i0008;2026-09-18T13:54:21.893+02:00;impulse_0008_20260918_135358_250_i0008_p3p250bar_mask7_timeseries.csv;impulse_0008_20260918_135358_250_i0008_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-85,901;-1;1026922,000;1027000,000;1027472,000;50,000;3,250;3,23777;0,67995;0,3953;0,2191;0,1763;152,913;0,245322;1;1;1;0;2;0;72;-0,000512;0,000520;0,565237;28,843;8,722;40,129;49,505;0,028478;0,510156;0,032203;-0,012230;0,174576;56,314;43,686
20260918_135358_250;20260918_135358_250_i0009;2026-09-18T13:54:23.921+02:00;impulse_0009_20260918_135358_250_i0009_p3p250bar_mask7_timeseries.csv;impulse_0009_20260918_135358_250_i0009_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-85,901;-1;1028969,000;1029016,000;1029519,000;50,000;3,250;3,213296666666667;0,7215566666666666;0,3922;0,2177;0,1745;153,142;0,245847;1;1;1;0;2;0;73;-0,000756;0,000508;0,565604;21,633;8,844;40,189;49,513;0,029259;0,521572;0,032528;-0,036703;0,176020;56,556;43,444
20260918_135358_250;20260918_135358_250_i0010;2026-09-18T13:54:25.984+02:00;impulse_0010_20260918_135358_250_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_135358_250_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-85,901;-1;1031031,000;1031078,000;1031581,000;50,000;3,250;3,2210433333333333;0,7478033333333334;0,3765;0,2076;0,1689;152,226;0,248136;1;1;1;0;2;0;75;-0,000814;0,001625;0,564710;13,007;8,867;39,932;49,508;0,029299;0,507542;0,040585;-0,112290;0,175319;55,900;44,100
