sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_134552_569;20260918_134552_569_i0001;2026-09-18T13:45:58.976+02:00;impulse_0001_20260918_134552_569_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_134552_569_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-105,893;-1;524016,000;524063,000;524566,000;50,000;3,000;2,969943333333333;0,6684566666666667;0,3808;0,2045;0,1763;146,046;0,235532;1;1;1;0;2;0;72;-0,001115;0,002173;0,517917;31,393;7,796;21,075;49,717;0,026121;0,460024;0,036623;-0,030057;0,174386;53,399;46,601
20260918_134552_569;20260918_134552_569_i0002;2026-09-18T13:46:01.057+02:00;impulse_0002_20260918_134552_569_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_134552_569_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-105,893;-1;526047,000;526125,000;526597,000;50,000;3,000;2,9957;0,00855;0,3810;0,2045;0,1765;145,192;0,233554;1;1;1;0;2;0;71;-0,001538;0,000730;0,516283;55,904;7,663;20,907;49,602;0,026217;0,468193;0,030433;-0,004300;0,172341;52,681;47,319
20260918_134552_569;20260918_134552_569_i0003;2026-09-18T13:46:03.067+02:00;impulse_0003_20260918_134552_569_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_134552_569_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-105,893;-1;528110,000;528156,000;528660,000;50,000;3,000;2,97952;0,5660133333333334;0,3815;0,2048;0,1767;145,329;0,233818;1;1;1;0;2;0;72;-0,001367;0,000578;0,506745;36,375;7,613;21,057;49,694;0,025870;0,463087;0,030990;-0,020480;0,170076;53,914;46,086
20260918_134552_569;20260918_134552_569_i0004;2026-09-18T13:46:05.136+02:00;impulse_0004_20260918_134552_569_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_134552_569_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-105,893;-1;530172,000;530219,000;530722,000;50,000;3,000;2,957793333333333;0,6742533333333333;0,3761;0,2014;0,1747;144,856;0,232963;1;1;1;0;2;0;72;0,000354;0,013195;0,508312;29,038;;20,589;49,538;0,025289;0,455598;0,034688;-0,042207;0,171855;53,411;46,589
20260918_134552_569;20260918_134552_569_i0005;2026-09-18T13:46:07.160+02:00;impulse_0005_20260918_134552_569_i0005_p3p000bar_mask7_timeseries.csv;impulse_0005_20260918_134552_569_i0005_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-105,893;-1;532188,000;532281,000;532738,000;50,000;3,000;2,98251;0,01404;0,3775;0,2026;0,1748;145,665;0,239494;1;1;1;0;2;0;78;-0,001257;0,000585;0,517622;51,397;7,721;21,031;49,454;0,025884;0,458261;0,027536;-0,017490;0,173553;53,283;46,717
20260918_134552_569;20260918_134552_569_i0006;2026-09-18T13:46:12.285+02:00;impulse_0006_20260918_134552_569_i0006_p3p250bar_mask7_timeseries.csv;impulse_0006_20260918_134552_569_i0006_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-105,893;-1;537281,000;537360,000;537831,000;50,000;3,250;3,22312;1,14902;0,4095;0,2196;0,1900;152,455;0,245036;1;1;1;0;2;0;72;0,051124;0,147786;0,528515;17,661;;20,698;;0,018644;0,388755;0,165439;-0,026880;0,163976;54,454;45,546
20260918_134552_569;20260918_134552_569_i0007;2026-09-18T13:46:14.227+02:00;impulse_0007_20260918_134552_569_i0007_p3p250bar_mask7_timeseries.csv;impulse_0007_20260918_134552_569_i0007_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-105,893;-1;539297,000;539344,000;539847,000;50,000;3,250;3,2263566666666668;0,38056333333333336;0,4178;0,2237;0,1941;153,096;0,247513;1;1;1;0;2;0;74;-0,001798;0,000986;0,577723;51,944;8,243;20,912;49,342;0,028857;0,514790;0,032558;-0,023643;0,179064;52,827;47,173
20260918_134552_569;20260918_134552_569_i0008;2026-09-18T13:46:16.357+02:00;impulse_0008_20260918_134552_569_i0008_p3p250bar_mask7_timeseries.csv;impulse_0008_20260918_134552_569_i0008_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-105,893;-1;541375,000;541422,000;541925,000;50,000;3,250;3,217503333333333;0,7478066666666667;0,4173;0,2235;0,1938;152,730;0,245495;1;1;1;0;2;0;71;0,007813;0,043111;0,572359;26,653;;20,902;;0,026297;0,505644;0,040782;-0,032497;0,177889;53,522;46,478
20260918_134552_569;20260918_134552_569_i0009;2026-09-18T13:46:18.366+02:00;impulse_0009_20260918_134552_569_i0009_p3p250bar_mask7_timeseries.csv;impulse_0009_20260918_134552_569_i0009_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-105,893;-1;543391,000;543516,000;543941,000;50,000;3,250;3,201;1,137;0,4192;0,2241;0,1950;152,577;0,244524;1;1;1;0;3;1;72;-0,001413;0,000757;0,570554;60,971;7,884;20,643;49,522;0,028652;0,543903;0,016777;-0,031337;0,177264;55,755;44,245
20260918_134552_569;20260918_134552_569_i0010;2026-09-18T13:46:20.393+02:00;impulse_0010_20260918_134552_569_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_134552_569_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-105,893;-1;545453,000;545500,000;546003,000;50,000;3,250;3,2259866666666666;0,7396633333333333;0,4141;0,2213;0,1928;153,569;0,249898;1;1;1;0;2;0;77;-0,001275;0,000646;0,580002;40,774;8,171;21,123;49,522;0,028892;0,527782;0,034557;-0,107347;0,179791;53,951;46,049
