sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_155926_315;20260918_155926_315_i0001;2026-09-18T15:59:32.613+02:00;impulse_0001_20260918_155926_315_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_155926_315_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-65,909;-1;5425515,000;5425562,000;5426065,000;50,000;3,000;2,964633333333333;0,65859;0,4268;0,2907;0,1361;146,580;0,234312;1;1;1;0;2;0;73;0,276869;0,296398;0,002643;0,333;;0,019;;0,000001;-0,272800;0,108352;-0,035367;0,000891;;
20260918_155926_315;20260918_155926_315_i0002;2026-09-18T15:59:34.688+02:00;impulse_0002_20260918_155926_315_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_155926_315_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-65,909;-1;5427546,000;5427625,000;5428096,000;50,000;3,000;3,00467;0,01556;0,4219;0,2873;0,1347;145,161;0,233473;1;1;1;0;2;0;72;0,197286;0,281386;0,454479;0,199;;17,948;;0,007350;0,053042;0,305951;0,004670;0,151258;65,036;34,964
20260918_155926_315;20260918_155926_315_i0003;2026-09-18T15:59:36.706+02:00;impulse_0003_20260918_155926_315_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_155926_315_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-65,909;-1;5429609,000;5429656,000;5430159,000;50,000;3,000;2,96457;0,62532;0,4231;0,2885;0,1346;145,146;0,232997;1;1;1;0;2;0;70;0,260287;0,295870;0,382512;0,803;;4,008;;0,001864;-0,178681;0,219833;-0,035430;0,129028;;
20260918_155926_315;20260918_155926_315_i0004;2026-09-18T15:59:38.788+02:00;impulse_0004_20260918_155926_315_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_155926_315_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-65,909;-1;5431671,000;5431718,000;5432221,000;50,000;3,000;2,9678;0,6618466666666667;0,4311;0,2951;0,1360;145,909;0,233242;1;1;1;0;2;0;70;0,278256;0,294596;-0,089971;0,167;;;;0,000000;-0,279009;0,099840;-0,032200;-0,030316;;
20260918_155926_315;20260918_155926_315_i0005;2026-09-18T15:59:40.794+02:00;impulse_0005_20260918_155926_315_i0005_p3p000bar_mask7_timeseries.csv;impulse_0005_20260918_155926_315_i0005_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-65,909;-1;5433687,000;5433734,000;5434237,000;50,000;3,000;2,97659;0,3366166666666667;0,4378;0,2997;0,1382;144,124;0,234582;1;1;1;0;2;0;74;0,187778;0,274178;0,466218;0,270;;18,044;;0,008003;0,081784;0,302356;-0,106743;0,156628;66,312;33,688
20260918_155926_315;20260918_155926_315_i0006;2026-09-18T15:59:45.839+02:00;impulse_0006_20260918_155926_315_i0006_p3p250bar_mask7_timeseries.csv;impulse_0006_20260918_155926_315_i0006_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-65,909;-1;5438750,000;5438812,000;5439300,000;50,000;3,250;3,26102;0,91617;0,4600;0,3141;0,1459;152,989;0,245439;1;1;1;0;2;0;72;0,294102;0,329808;0,414627;1,603;;3,931;;0,002489;-0,199661;0,248920;0,011020;0,127146;;
20260918_155926_315;20260918_155926_315_i0007;2026-09-18T15:59:47.936+02:00;impulse_0007_20260918_155926_315_i0007_p3p250bar_mask7_timeseries.csv;impulse_0007_20260918_155926_315_i0007_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-65,909;-1;5440812,000;5440859,000;5441362,000;50,000;3,250;3,204016666666667;0,7392566666666667;0,4563;0,3122;0,1441;152,074;0,245298;1;1;1;0;2;0;72;0,299094;0,325134;-0,104657;11,400;;;;0,000000;-0,294701;0,090062;-0,045983;-0,032664;;
20260918_155926_315;20260918_155926_315_i0008;2026-09-18T15:59:49.938+02:00;impulse_0008_20260918_155926_315_i0008_p3p250bar_mask7_timeseries.csv;impulse_0008_20260918_155926_315_i0008_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-65,909;-1;5442859,000;5442906,000;5443409,000;50,000;3,250;3,2306933333333334;0,5680533333333333;0,4592;0,3145;0,1447;152,242;0,245020;1;1;1;0;2;0;73;0,265870;0,325062;0,438172;5,879;;4,082;;0,004394;-0,138170;0,288865;-0,019307;0,135628;;
20260918_155926_315;20260918_155926_315_i0009;2026-09-18T15:59:52.012+02:00;impulse_0009_20260918_155926_315_i0009_p3p250bar_mask7_timeseries.csv;impulse_0009_20260918_155926_315_i0009_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-65,909;-1;5444921,000;5444968,000;5445471,000;50,000;3,250;3,2051133333333333;0,7494333333333334;0,4585;0,3139;0,1446;152,135;0,245794;1;1;1;0;2;0;73;0,346722;0,325044;-0,154561;12,614;;;;0,000000;-0,338975;0,092247;-0,044887;-0,048223;;
20260918_155926_315;20260918_155926_315_i0010;2026-09-18T15:59:54.084+02:00;impulse_0010_20260918_155926_315_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_155926_315_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-65,909;-1;5446953,000;5447031,000;5447503,000;50,000;3,250;3,23814;0,01251;0,4603;0,3156;0,1447;152,089;0,248615;1;1;1;0;2;0;77;0,229373;0,316351;0,480915;11,863;;4,193;;0,007212;-0,072107;0,305969;-0,011860;0,148516;;
20260918_155926_315;20260918_155926_315_i0011;2026-09-18T15:59:59.142+02:00;impulse_0011_20260918_155926_315_i0011_p3p500bar_mask7_timeseries.csv;impulse_0011_20260918_155926_315_i0011_p3p500bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;11;-1;-1;-1;-65,909;-1;5452031,000;5452078,000;5452581,000;50,000;3,500;3,4643366666666666;0,8289866666666666;0,4959;0,3384;0,1575;159,185;0,256817;1;1;1;0;2;0;72;0,372935;0,376786;-0,168736;3,837;;;;0,000000;-0,362441;0,087616;-0,035663;-0,048706;;
20260918_155926_315;20260918_155926_315_i0012;2026-09-18T16:00:01.152+02:00;impulse_0012_20260918_155926_315_i0012_p3p500bar_mask7_timeseries.csv;impulse_0012_20260918_155926_315_i0012_p3p500bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;12;-1;-1;-1;-65,909;-1;5454046,000;5454093,000;5454596,000;50,000;3,500;3,4749;0,41505;0,5018;0,3435;0,1583;158,757;0,256554;1;1;1;0;2;0;73;0,174424;0,311356;0,617757;12,630;;4,859;;0,010193;0,023776;0,345024;-0,025100;0,177777;59,959;40,041
20260918_155926_315;20260918_155926_315_i0013;2026-09-18T16:00:03.236+02:00;impulse_0013_20260918_155926_315_i0013_p3p500bar_mask7_timeseries.csv;impulse_0013_20260918_155926_315_i0013_p3p500bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;13;-1;-1;-1;-65,909;-1;5456125,000;5456203,000;5456675,000;50,000;3,500;3,43992;1,22562;0,4949;0,3391;0,1559;158,513;0,255910;1;1;1;0;2;0;73;0,315913;0,367792;-0,105668;7,717;;;;0,000000;-0,311361;0,092074;-0,060080;-0,030718;;
20260918_155926_315;20260918_155926_315_i0014;2026-09-18T16:00:05.214+02:00;impulse_0014_20260918_155926_315_i0014_p3p500bar_mask7_timeseries.csv;impulse_0014_20260918_155926_315_i0014_p3p500bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;14;-1;-1;-1;-65,909;-1;5458140,000;5458187,000;5458690,000;50,000;3,500;3,47734;0,40630333333333335;0,4985;0,3422;0,1563;159,352;0,256840;1;1;1;0;2;0;73;0,209297;0,326638;0,642141;0,229;;19,856;;0,012065;0,179777;0,373540;-0,022660;0,184664;68,553;31,447
20260918_155926_315;20260918_155926_315_i0015;2026-09-18T16:00:07.353+02:00;impulse_0015_20260918_155926_315_i0015_p3p750bar_mask7_timeseries.csv;impulse_0015_20260918_155926_315_i0015_p3p750bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;15;-1;-1;-1;-65,909;-1;5460265,000;5460265,000;5460815,000;50,000;3,750;3,4995533333333335;0,009256666666666667;0,4948;0,3395;0,1553;158,650;0,257932;1;1;1;0;1;0;77;0,345811;0,374218;-0,245761;25,442;;;;0,000000;-0,342770;0,055760;-0,250447;-0,070226;;
20260918_155926_315;20260918_155926_315_i0016;2026-09-18T16:00:12.346+02:00;impulse_0016_20260918_155926_315_i0016_p3p750bar_mask7_timeseries.csv;impulse_0016_20260918_155926_315_i0016_p3p750bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;16;-1;-1;-1;-65,909;-1;5465265,000;5465312,000;5465815,000;50,000;3,750;3,7068433333333335;0,9142333333333333;0,5283;0,3617;0,1666;166,097;0,269598;1;1;1;0;2;0;75;0,369285;0,399314;-0,150926;11,874;;;;0,000000;-0,365828;0,099216;-0,043157;-0,040716;;
20260918_155926_315;20260918_155926_315_i0017;2026-09-18T16:00:14.368+02:00;impulse_0017_20260918_155926_315_i0017_p3p750bar_mask7_timeseries.csv;impulse_0017_20260918_155926_315_i0017_p3p750bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;17;-1;-1;-1;-65,909;-1;5467296,000;5467343,000;5467846,000;50,000;3,750;3,7173366666666667;0,45818000000000003;0,5363;0,3683;0,1680;165,822;0,267628;1;1;1;0;2;0;73;0,234206;0,362348;0,692190;0,193;;19,214;;0,012957;0,185812;0,411303;-0,032663;0,186206;68,421;31,579
