sequence id;impulse id;recorded at local;timeseries file;summary file;calibration profile id;impulse index;flip angle;pose number;hole number;read stepper y offset;read colibri z offset;start time ms;valve close time ms;capture end time ms;arduino valve open duration ms;target regulator pressure;average actual regulator pressure;average pressure before valve;average force reading;average force 1;average force 2;maximum flow;volume l;nozzle 1 used;nozzle 2 used;nozzle 3 used;nozzle 4 used;valve open sample count;pressure sample count;flow sample count;force baseline n;force baseline standard deviation n;peak force n;time to peak ms;force rise 10-90 ms;force fall 90-10 ms;force fwhm ms;force impulse ns;force plateau mean n;force plateau standard deviation n;actual minus target pressure bar;peak force per actual pressure n per bar;force 1 share percent;force 2 share percent
20260918_141508_276;20260918_141508_276_i0001;2026-09-18T14:15:14.565+02:00;impulse_0001_20260918_141508_276_i0001_p3p000bar_mask7_timeseries.csv;impulse_0001_20260918_141508_276_i0001_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;1;-1;-1;-1;-45,918;-1;2279531,000;2279578,000;2280081,000;50,000;3,000;2,964386666666667;0,3353966666666667;0,4278;0,2630;0,1647;146,443;0,234334;1;1;1;0;2;0;72;0,000160;0,000726;0,578542;37,187;7,790;20,674;49,315;0,028720;0,524471;0,030944;-0,035613;0,195164;62,980;37,020
20260918_141508_276;20260918_141508_276_i0002;2026-09-18T14:15:16.563+02:00;impulse_0002_20260918_141508_276_i0002_p3p000bar_mask7_timeseries.csv;impulse_0002_20260918_141508_276_i0002_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;2;-1;-1;-1;-45,918;-1;2281594,000;2281641,000;2282144,000;50,000;3,000;2,97049;0,7019233333333333;0,4231;0,2596;0,1635;145,512;0,233123;1;1;1;0;2;0;71;0,002668;0,014395;0,573625;28,362;;20,240;49,467;0,027883;0,515777;0,030852;-0,029510;0,193108;63,202;36,798
20260918_141508_276;20260918_141508_276_i0003;2026-09-18T14:15:18.631+02:00;impulse_0003_20260918_141508_276_i0003_p3p000bar_mask7_timeseries.csv;impulse_0003_20260918_141508_276_i0003_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;3;-1;-1;-1;-45,918;-1;2283625,000;2283750,000;2284175,000;50,000;3,000;2,903;0,976;0,4238;0,2603;0,1635;145,604;0,233793;1;1;1;0;3;1;73;0,000018;0,000669;0,585360;46,117;7,967;20,167;49,337;0,028900;0,519841;0,030532;-0,035740;0,197472;63,362;36,638
20260918_141508_276;20260918_141508_276_i0004;2026-09-18T14:15:20.671+02:00;impulse_0004_20260918_141508_276_i0004_p3p000bar_mask7_timeseries.csv;impulse_0004_20260918_141508_276_i0004_p3p000bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;4;-1;-1;-1;-45,918;-1;2285672,000;2285719,000;2286222,000;50,000;3,000;2,96652;0,33020666666666665;0,4211;0,2583;0,1628;145,665;0,233898;1;1;1;0;2;0;73;-0,000126;0,000525;0,579406;39,928;7,788;20,402;49,459;0,028622;0,526422;0,032880;-0,033480;0,195315;62,710;37,290
20260918_141508_276;20260918_141508_276_i0005;2026-09-18T14:15:22.746+02:00;impulse_0005_20260918_141508_276_i0005_p3p250bar_mask7_timeseries.csv;impulse_0005_20260918_141508_276_i0005_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;5;-1;-1;-1;-45,918;-1;2287766,000;2287766,000;2288316,000;50,000;3,250;2,94528;0,6445500000000001;0,4232;0,2601;0,1631;145,131;0,238081;1;1;1;0;1;0;79;0,177729;0,239906;0,357330;9,494;;4,908;;0,004847;-0,050857;0,229876;-0,304720;0,121323;;
20260918_141508_276;20260918_141508_276_i0006;2026-09-18T14:15:27.788+02:00;impulse_0006_20260918_141508_276_i0006_p3p250bar_mask7_timeseries.csv;impulse_0006_20260918_141508_276_i0006_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;6;-1;-1;-1;-45,918;-1;2292781,000;2292860,000;2293331,000;50,000;3,250;3,25242;0,01129;0,4598;0,2830;0,1768;152,364;0,244742;1;1;1;0;2;0;71;-0,000124;0,000680;0,648732;33,842;8,100;20,580;49,317;0,032123;0,578333;0,038330;0,002420;0,199461;63,476;36,524
20260918_141508_276;20260918_141508_276_i0007;2026-09-18T14:15:29.802+02:00;impulse_0007_20260918_141508_276_i0007_p3p250bar_mask7_timeseries.csv;impulse_0007_20260918_141508_276_i0007_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;7;-1;-1;-1;-45,918;-1;2294828,000;2294875,000;2295378,000;50,000;3,250;3,2334366666666665;0,36958;0,4586;0,2818;0,1768;151,891;0,244296;1;1;1;0;2;0;72;0,000259;0,000654;0,636453;34,537;7,896;20,083;49,393;0,031837;0,578575;0,034377;-0,016563;0,196835;63,165;36,835
20260918_141508_276;20260918_141508_276_i0008;2026-09-18T14:15:31.871+02:00;impulse_0008_20260918_141508_276_i0008_p3p250bar_mask7_timeseries.csv;impulse_0008_20260918_141508_276_i0008_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;8;-1;-1;-1;-45,918;-1;2296891,000;2296938,000;2297441,000;50,000;3,250;3,2334966666666665;0,6066066666666667;0,4598;0,2831;0,1767;152,394;0,244315;1;1;1;0;2;0;71;0,048828;0,146765;0,590924;19,094;;20,282;;0,021971;0,472923;0,137092;-0,016503;0,182751;62,850;37,150
20260918_141508_276;20260918_141508_276_i0009;2026-09-18T14:15:33.947+02:00;impulse_0009_20260918_141508_276_i0009_p3p250bar_mask7_timeseries.csv;impulse_0009_20260918_141508_276_i0009_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;9;-1;-1;-1;-45,918;-1;2298922,000;2298969,000;2299472,000;50,000;3,250;3,2172;0,37232666666666664;0,4580;0,2817;0,1763;153,310;0,247773;1;1;1;0;2;0;73;-0,000003;0,000648;0,640670;38,234;7,870;20,934;49,327;0,031668;0,581216;0,034820;-0,032800;0,199139;62,968;37,032
20260918_141508_276;20260918_141508_276_i0010;2026-09-18T14:15:35.945+02:00;impulse_0010_20260918_141508_276_i0010_p3p250bar_mask7_timeseries.csv;impulse_0010_20260918_141508_276_i0010_p3p250bar_mask7_summary.csv;784e9ca3-e454-4d8b-9821-c6c1183ae767;10;-1;-1;-1;-45,918;-1;2301000,000;2301047,000;2301550,000;50,000;3,250;3,20347;0,7386466666666667;0,4574;0,2806;0,1767;153,157;0,250523;1;1;1;0;2;0;77;0,103757;0,208458;0,529091;9,132;;19,331;;0,014616;0,275799;0,278519;-0,129863;0,165162;60,911;39,089
